CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
88025T102,TENB,TENABLE HOLDING,638763,394812,30.35M,18.76M,+161.8%,1.5%
558868105,MDGL,MADRIGAL PHARMACEUTICALS INC,82064,69076,19.88M,16.73M,+531.8%,0.95%
G3323L100,FN,FABRINET,111870,111870,13.29M,13.29M,NEW,0.64%
G5509L101,LIVN,LIVANOVA PLC,277388,277388,12.09M,12.09M,NEW,0.58%
44930G107,ICUI,ICU MEDICAL INC,68572,68457,11.31M,11.29M,+59527.8%,0.54%
45569U101,INDI,INDIE SEMICONDUCTOR INC,1023121,1023121,10.79M,10.79M,NEW,0.52%
98983V106,ZUO,ZUORA INC,1085929,1081129,10.73M,10.68M,+22523.5%,0.51%
830940102,SKWD,SKYWARD SPECIALTY INSURANCE,436686,436686,9.55M,9.55M,NEW,0.46%
68752M108,OFIX,ORTHOFIX MEDICAL INC,493393,493393,8.26M,8.26M,NEW,0.4%
G9460G101,VAL,VALARIS LTD,113850,113850,7.41M,7.41M,NEW,0.36%
516544103,LNTH,LANTHEUS HOLDINGS INC,513969,87930,42.43M,7.26M,+20.6%,2%
630402105,NSSC,NAPCO SECURITY,163961,163961,6.16M,6.16M,NEW,0.3%
90400D108,RARE,ULTRAGENYX PHARMACEUTICAL INC,490161,145436,19.66M,5.83M,+42.2%,0.94%
693282105,PDFS,PDF SOLUTIONS INC,506737,115572,21.49M,4.9M,+29.5%,1%
30041R108,EVER,EVERQUOTE INC,338846,318559,4.71M,4.43M,+1570.3%,0.23%
89455T109,TMCI,TREACE MEDICAL CONCEPTS INC,1363453,175207,34.35M,4.41M,+14.7%,1.6%
18467V109,YOU,CLEAR SECURE INC,166012,166012,4.34M,4.34M,NEW,0.21%
03237H101,AMLX,AMYLYX PHARMACEUTICALS INC,972835,135926,28.54M,3.99M,+16.2%,1.4%
866683105,SNCY,SUN COUNTRY AIRLINES HOLDING,882272,162594,18.09M,3.33M,+22.6%,0.87%
004225108,ACAD,ACADIA PHARMACEUTICALS INC,1496560,174414,28.17M,3.28M,+13.2%,1.4%
15872M104,CHX,CHAMPIONX CORP,687257,98422,18.65M,2.67M,+16.7%,0.89%
750917106,RMBS,RAMBUS INC,51463,51463,2.64M,2.64M,NEW,0.13%
05614L209,BW,BABCOCK & WILCOX ENTERPRISES,2270675,416303,13.76M,2.52M,+22.4%,0.66%
05465C100,AX,AXOS FINANCIAL INC,67121,67121,2.48M,2.48M,NEW,0.12%
44980X109,IPGP,IPG PHOTONICS CORP,83356,19982,10.28M,2.46M,+31.5%,0.49%
126638105,CVRX,CVRx INC,426854,251433,3.98M,2.34M,+143.3%,0.19%
