CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
74736L109,QTWO,Q2 HOLDINGS INC,313274,313274,13.6M,13.6M,NEW,0.72%
558868105,MDGL,MADRIGAL PHARMACEUTICALS INC,39280,39280,9.09M,9.09M,NEW,0.48%
683344105,ONTO,ONTO INNOVATION INC,126328,58348,19.32M,8.92M,+85.8%,1%
45258J102,IMVT,IMMUNOVANT INC,204399,204399,8.61M,8.61M,NEW,0.46%
80874P109,LNWO,LIGHT & WONDER INC,104152,104152,8.55M,8.55M,NEW,0.45%
24344T101,DCPH,DECIPHERA PHARMACEUTICALS INC,526271,526271,8.49M,8.49M,NEW,0.45%
15118V207,CELH,CELSIUS HOLDINGS INC,239798,151101,13.07M,8.24M,+170.4%,0.69%
05990K106,BANC,BANC OF CALIFORNIA INC,696237,600442,9.35M,8.06M,+626.8%,0.5%
45780R101,IBP,INSTALLED BUILDING PRODUCTS,42559,42559,7.78M,7.78M,NEW,0.41%
05465C100,AX,AXOS FINANCIAL INC,299285,136981,16.34M,7.48M,+84.4%,0.87%
453204109,PI,IMPINJ INC,98656,68665,8.88M,6.18M,+229%,0.47%
02081G201,ATEC,ALPHATEC HOLDINGS INC,396729,396729,5.99M,5.99M,NEW,0.32%
501242101,KLIC,KULICKE AND SOFFA INDUSTRIES,123496,106276,6.76M,5.82M,+617.2%,0.36%
693282105,PDFS,PDF SOLUTIONS INC,616031,162191,19.8M,5.21M,+35.7%,1%
681116109,OLLI,OLLIES BARGAIN OUTLET HOLDINGS,119756,68419,9.09M,5.19M,+133.3%,0.48%
87157D109,SYNA,SYNAPTICS INC,44507,44507,5.08M,5.08M,NEW,0.27%
88642R109,TDW,TIDEWATER INC,166243,63419,11.99M,4.57M,+61.7%,0.63%
89377M109,TMDX,TRANSMEDICS GROUP INC,414089,57342,32.68M,4.53M,+16.1%,1.7%
74766Q101,QTRX,QUANTERIX CORP,473753,160709,12.95M,4.39M,+51.3%,0.69%
31846B108,FA,FIRST ADVANTAGE CORP,1021242,259474,16.92M,4.3M,+34.1%,0.9%
P73684113,OSW,ONESPAWORLD HOLDINGS LIMITED,458054,303678,6.46M,4.28M,+196.7%,0.34%
01741R102,ATI,ALLEGHENY TECHNOLOGIES INC,487440,93560,22.16M,4.25M,+23.8%,1.2%
80517M109,SVV,SAVERS VALUE VILLAGE INC,930155,239791,16.17M,4.17M,+34.7%,0.86%
358039105,FRPT,FRESHPET INC,452771,37900,39.28M,3.29M,+9.1%,2.1%
346375108,FORM,FORMFACTOR INC,464841,69401,19.39M,2.89M,+17.6%,1%
433537107,,HIRERIGHT GIS GROUP HOLDINGS,207701,207701,2.79M,2.79M,NEW,0.15%
00973Y108,AKRO,AKERO THERAPEUTCS INC,116081,116081,2.71M,2.71M,NEW,0.14%
830940102,SKWD,SKYWARD SPECIALTY INSURANCE,747913,69435,25.34M,2.35M,+10.2%,1.3%
45826H109,ITGR,INTEGER HOLDINGS CORP,25174,23713,2.49M,2.35M,+1623.1%,0.13%
733174700,BPOP,POPULAR INC,94590,27494,7.76M,2.26M,+41%,0.41%
750491102,RDNT,RADNET INC,444930,64670,15.47M,2.25M,+17%,0.82%
74982T103,RXO,RXO INC,356026,94994,8.28M,2.21M,+36.4%,0.44%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDINGS,977828,108562,19.04M,2.11M,+12.5%,1%
86800U104,SUPER,SUPER MICRO COMPUTER INC,123064,6152,34.98M,1.75M,+5.3%,1.9%
88146M101,TRNO,TERRENO REALTY CORP,183922,26926,11.53M,1.69M,+17.2%,0.61%
23257D103,,CYMABAY THERAPEUTICS INC,878275,68537,20.74M,1.62M,+8.5%,1.1%
74276R102,PRVA,PRIVIA HEALTH GROUP INC,812355,70224,18.71M,1.62M,+9.5%,0.99%
04035M102,ARHS,ARHAUS INC,1170567,135355,13.87M,1.6M,+13.1%,0.73%
G3730V105,FTAI,FTAI AVIATION LTD,704716,33068,32.7M,1.53M,+4.9%,1.7%
302492103,FLYW,FLYWIRE CORP,122108,65993,2.83M,1.53M,+117.6%,0.15%
73642K106,PTLO,PORTILLOS INC,784449,95415,12.5M,1.52M,+13.8%,0.66%
88025T102,TENB,TENABLE HOLDING,666832,30641,30.71M,1.41M,+4.8%,1.6%
53803X105,LOB,LIVE OAK BANCSHARES INC,43498,29494,1.98M,1.34M,+210.6%,0.1%
413160102,HLIT,HARMONIC INC,834850,95191,10.89M,1.24M,+12.9%,0.58%
16115Q308,GTLS,CHART INDS INC,202219,8836,27.57M,1.2M,+4.6%,1.5%
52603B107,TREE,LENDINGTREE INC,33296,33296,1.01M,1.01M,NEW,0.05%
72814N104,AGS,PLAYAGS INC,726995,119583,6.13M,1.01M,+19.7%,0.32%
000361105,AIR,AAR CORPORATION,339988,14542,21.22M,907.42K,+4.5%,1.1%
896442308,TRIN,TRINITY CAPITAL INC,681144,48119,9.9M,699.17K,+7.6%,0.52%
45569U101,INDI,INDIE SEMICONDUCTOR INC,2307275,85449,18.71M,692.99K,+3.8%,0.99%
204157101,CWBC,COMMUNITY WEST BANCSHARES,24264,24264,421.95K,421.95K,NEW,0.02%
43785V102,MCHB,HOMESTREET INC,40561,40561,417.78K,417.78K,NEW,0.02%
67103X102,OFG,OFG BANCORP,9770,9770,366.18K,366.18K,NEW,0.02%
318672706,FBP,FIRST BANCORP,21418,21418,352.33K,352.33K,NEW,0.02%
466367109,JACK,JACK IN THE BOX INC,206561,3958,16.86M,323.09K,+2%,0.89%
594918104,MSFT,MICROSOFT CORP,5331,755,2M,283.91K,+16.5%,0.11%
037833100,AAPL,APPLE INC,8207,1165,1.58M,224.3K,+16.5%,0.08%
031162100,AMGN,AMGEN INC,707,707,203.63K,203.63K,NEW,0.01%
343873105,FFIC,FLUSHING FINL CORP,23252,11873,383.19K,195.67K,+104.3%,0.02%
02079K305,GOOGL,ALPHABET INC CLA A,7007,1384,978.81K,193.33K,+24.6%,0.05%
30303M102,META,META PLATFORMS INC,1847,516,653.76K,182.64K,+38.8%,0.03%
644393100,NFE,NEW FORTRESS ENERGY INC,4669,4669,176.16K,176.16K,NEW,<.01%
68621T102,OBK,ORIGIN BANCORP INC,4672,4672,166.18K,166.18K,NEW,<.01%
023135106,AMZN,"AMAZON.COM, INC",6879,976,1.05M,148.29K,+16.5%,0.06%
532457108,LLY,ELI LILLY & CO,219,219,127.66K,127.66K,NEW,<.01%
64110L106,NFLX,NETFLIX INC,238,238,115.88K,115.88K,NEW,<.01%
457669307,INSM,INSMED INC,748344,3611,23.19M,111.9K,+0.5%,1.2%
00724F101,ADBE,ADOBE INC,327,168,195.09K,100.23K,+105.7%,0.01%
82452J109,FOUR,SHIFT4 PAYMENTS INC,402554,1319,29.93M,98.05K,+0.3%,1.6%
957638109,WAL,WESTERN ALLIANCE BANCORP,50297,1242,3.31M,81.71K,+2.5%,0.18%
60937P106,MDB,MONGODB INC,536,184,219.14K,75.23K,+52.3%,0.01%
002824100,ABT,ABBOTT LABS,2153,679,236.98K,74.74K,+46.1%,0.01%
808513105,SCHW,CHARLES SCHWAB CORP,3085,1039,212.25K,71.48K,+50.8%,0.01%
04041L106,WES,ARIS WATER SOLUTION INC,7040,7040,59.07K,59.07K,NEW,<.01%
09061G101,BMRN,BIOMARIN PHARMACEUTICAL INC,1530,582,147.52K,56.12K,+61.4%,<.01%
872540109,TJX,TJX COS.,3803,539,356.76K,50.56K,+16.5%,0.02%
51819L107,SWIM,LATHAM GROUP INC,19086,19086,50.2K,50.2K,NEW,<.01%
88160R101,TSLA,"TESLA MOTORS, INC",1413,200,351.1K,49.7K,+16.5%,0.02%
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC,1297,184,331.15K,46.98K,+16.5%,0.02%
57667L107,MTCH,MATCH GROUP INC,3904,1081,142.5K,39.46K,+38.3%,<.01%
697435105,PANW,"PALO ALTO NETWORKS, INC",935,132,275.71K,38.92K,+16.4%,0.01%
127387108,CDNS,CADENCE DESIGN SYS INC,999,142,272.1K,38.68K,+16.6%,0.01%
91324P102,UNH,UNITEDHEALTH GROUP INC,500,70,263.24K,36.85K,+16.3%,0.01%
16411R208,LNG,CHENIERE ENERGY INC,1414,201,241.38K,34.31K,+16.6%,0.01%
553368101,MP,MP MATERIALS CORP,11229,1593,222.9K,31.62K,+16.5%,0.01%
22160K105,COST,COSTCO WHOLESALE CORP,322,46,212.55K,30.36K,+16.7%,0.01%
874054109,TTWO,TAKE TWO INTERACTIVE SOFTWARE,1248,176,200.87K,28.33K,+16.4%,0.01%
92826C839,V,VISA INC-CLASS A,1307,108,340.28K,28.12K,+9%,0.02%
053332102,AZO,AUTOZONE INC,68,10,175.82K,25.86K,+17.2%,<.01%
21036P108,STZ,CONSTELLATION BRANDS INC,715,101,172.85K,24.42K,+16.4%,<.01%
36262G101,GXO,GXO LOGISTICS INC,5650,365,345.55K,22.32K,+6.9%,0.02%
237266101,DAR,DARLING INGREDIENTS INC,3145,447,156.75K,22.28K,+16.6%,<.01%
550021109,LULU,LULULEMON ATHLETICA INC,306,43,156.46K,21.99K,+16.3%,<.01%
983793100,XPO,XPO LOGISTICS,1730,245,151.53K,21.46K,+16.5%,<.01%
75886F107,REGN,REGENERAN PHARM,162,22,142.28K,19.32K,+15.7%,<.01%
589889104,MMSI,MERIT MED SYS INC,307203,238,23.34M,18.08K,+0.1%,1.2%
004225108,ACAD,ACADIA PHARMACEUTICALS INC,1304556,568,40.85M,17.78K,+0%,2.2%
69753M105,PLMR,PALOMAR HOLDINGS INC,375266,320,20.83M,17.76K,+0.1%,1.1%
72352L106,PINS,PINTEREST INC,3229,458,119.6K,16.96K,+16.5%,<.01%
448579102,H,HYATT HOTELS CORPORATION,807,115,105.24K,15K,+16.6%,<.01%
169656105,CMG,CHIPOTLE MEXICAN GRILL,45,6,102.91K,13.72K,+15.4%,<.01%
437076102,HD,HOME DEPOT INC,263,38,91.14K,13.17K,+16.9%,<.01%
26884L109,EQT,EQT CORP,2149,305,83.08K,11.79K,+16.5%,<.01%
144285103,CRS,CARPENTER TECHNOLOGY CORP,564965,0,40M,0,NO CHANGE,2.1%
922280102,VRNS,VARONIS SYSTEMS INC,783539,0,35.48M,0,NO CHANGE,1.9%
64049M209,NEO,NEOGENOMICS INC,1557895,0,25.21M,0,NO CHANGE,1.3%
008073108,AVAV,AEROVIRONMENT INC,188251,0,23.73M,0,NO CHANGE,1.3%
60786M105,MC,MOELIS & CO,380711,0,21.37M,0,NO CHANGE,1.1%
10806X102,BBIO,BRIDGEBIO PHARMA INC,500254,0,20.2M,0,NO CHANGE,1.1%
750917106,RMBS,RAMBUS INC,295566,0,20.17M,0,NO CHANGE,1.1%
753422104,RPD,RAPID7 INC,289627,0,16.54M,0,NO CHANGE,0.88%
441593100,HLI,HOULIHAN LOKEY,136800,0,16.4M,0,NO CHANGE,0.87%
19239V302,CCOI,COGENT COMMUNICATIONS HOLDINGS,214726,0,16.33M,0,NO CHANGE,0.86%
78377T107,RHP,RYMAN HOSPITALITY PROPERTIES,114492,0,12.6M,0,NO CHANGE,0.67%
834203309,SLNO,SOLENO THERAPEUTICS INC,201326,0,8.1M,0,NO CHANGE,0.43%
19247G107,COHR,COHERENT CORP,180166,0,7.84M,0,NO CHANGE,0.42%
89422G107,TVTX,TRAVERE THERAPEUTICS INC,764603,0,6.87M,0,NO CHANGE,0.36%
59540G107,MPB,MID PENN BANCORP INC,162281,0,3.94M,0,NO CHANGE,0.21%
591774104,MCB,METROPOLITAN BANK HOLDING CO,40807,0,2.26M,0,NO CHANGE,0.12%
98955K104,ZVIA,ZEVIA PBC,1011625,0,2.03M,0,NO CHANGE,0.11%
G3323L100,FN,FABRINET,10312,0,1.96M,0,NO CHANGE,0.1%
20370L103,CMHF,COMMUNITY HERITAGE FINANCIAL INC,115742,0,1.94M,0,NO CHANGE,0.1%
66405S100,NBN,NORTHEAST BANCORP,32033,0,1.77M,0,NO CHANGE,0.09%
20786W107,CNOB,CONNECTONE BANCORP INC,72301,0,1.66M,0,NO CHANGE,0.09%
49714P108,KNSL,KINSALE CAPITAL GROUP INC,4612,0,1.54M,0,NO CHANGE,0.08%
72346Q104,PNFP,PINNACLE FINL PARTNERS INC,17240,0,1.5M,0,NO CHANGE,0.08%
989701107,ZION,ZIONS BANCORPORATION,32452,0,1.42M,0,NO CHANGE,0.08%
88224Q107,TCBI,TEXAS CAPITAL BANCSHARES INC,21455,0,1.39M,0,NO CHANGE,0.07%
493267108,KEY,KEYCORP,93343,0,1.34M,0,NO CHANGE,0.07%
31946M103,FCNCA,FIRST CITIZENS BANCSHARES INC CL A,938,0,1.33M,0,NO CHANGE,0.07%
05969A105,TBBK,THE BANCORP INC,33233,0,1.28M,0,NO CHANGE,0.07%
583614102,MCHB,MECHANICS BANK RICHMOND CA,53,0,1.27M,0,NO CHANGE,0.07%
19046P209,CCB,COASTAL FINANCIAL CORP,26310,0,1.17M,0,NO CHANGE,0.06%
302520101,FNB,F N B CORP PA,83340,0,1.15M,0,NO CHANGE,0.06%
126128107,CCNE,CNB FINL CORP PA,50680,0,1.14M,0,NO CHANGE,0.06%
97650W108,WTFC,WINTRUST FINANCIAL CORP,11390,0,1.06M,0,NO CHANGE,0.06%
947890109,WBS,WEBSTER FINANCIAL CORPORATION,19470,0,988.3K,0,NO CHANGE,0.05%
03076K108,ABCB,AMERIS BANCORP,18502,0,981.53K,0,NO CHANGE,0.05%
25432X102,DCOM,DIME COMMUNITY BANCSHARES INC,35072,0,944.49K,0,NO CHANGE,0.05%
174610105,CFG,CITIZENS FINANCIAL GROIP,28341,0,939.22K,0,NO CHANGE,0.05%
27579R104,EWBC,EAST WEST BANCORP INC,12617,0,907.79K,0,NO CHANGE,0.05%
12740C103,CADE,CADENCE BANK,30260,0,895.39K,0,NO CHANGE,0.05%
53578P105,LNKB,LINKBANCORP INC,112091,0,893.37K,0,NO CHANGE,0.05%
06417N103,OZK,BANK OZK,17690,0,881.49K,0,NO CHANGE,0.05%
29667J101,ESQ,ESQUIRE FINANCIAL HOLDINGS,17640,0,881.29K,0,NO CHANGE,0.05%
59100U108,CASH,PATHWARD FINANCIAL INC,16572,0,877.16K,0,NO CHANGE,0.05%
74167B109,FRST,PRIMIS FINANCIAL CORP,68143,0,862.69K,0,NO CHANGE,0.05%
45384B106,IBTX,INDEPENDENT BANK GROUP INC,16946,0,862.21K,0,NO CHANGE,0.05%
825107105,SHBI,SHORE BANCSHARES INC,58688,0,836.3K,0,NO CHANGE,0.04%
320557101,INBK,FIRST INTERNET BANCORP,33746,0,816.32K,0,NO CHANGE,0.04%
923451108,VBTX,VERITEX HOLDINGS INC,34953,0,813.36K,0,NO CHANGE,0.04%
197236102,COLB,COLUMBIA BANKING SYSTEM INC,30416,0,811.5K,0,NO CHANGE,0.04%
436893200,HOMB,HOME BANCSHARES INC,31500,0,797.89K,0,NO CHANGE,0.04%
86606G101,,SUMMIT FINANCIAL GROUP INC,25937,0,796.01K,0,NO CHANGE,0.04%
25401T603,DBRG,DIGITALBRIDGE GROUP INC,43855,0,769.22K,0,NO CHANGE,0.04%
74727A104,QCRH,QCR HOLDINGS INC,13110,0,765.49K,0,NO CHANGE,0.04%
55261F104,MTB,M&T BANK CORP,5279,0,723.64K,0,NO CHANGE,0.04%
743606105,PB,PROSPERITY BANCSHARES INC,10563,0,715.43K,0,NO CHANGE,0.04%
633707104,NBHC,NATIONAL BANK HOLDING,18534,0,689.28K,0,NO CHANGE,0.04%
32020R109,FFIN,FIRST FINL BANCSHARES INC,20920,0,633.88K,0,NO CHANGE,0.03%
649445103,NCLLF,NEW YORK COMMUNITY BANCORP,57983,0,593.17K,0,NO CHANGE,0.03%
553810102,MVBF,MVB FINANCIAL CORP,22300,0,503.09K,0,NO CHANGE,0.03%
919794107,VLY,VALLEY NATIONAL BANCORP,43600,0,473.5K,0,NO CHANGE,0.03%
33830T103,FSBC,FIVE STAR BANCORP,18040,0,472.29K,0,NO CHANGE,0.03%
87161C501,SNV,SYNOVUS FINANCIAL CORP,10408,0,391.86K,0,NO CHANGE,0.02%
124411109,BY,BYLINE BANCORP INC,16270,0,383.32K,0,NO CHANGE,0.02%
88422P109,TCBX,THIRD COAST BANCSHARES INC,19108,0,379.68K,0,NO CHANGE,0.02%
938824109,WAFD,WASHINGTON FEDERAL INC,11022,0,363.29K,0,NO CHANGE,0.02%
