CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
88160R101,TSLA,TESLA INC,31425,7377,7.81M,1.83M,+30.7%,3.7%
11135F101,AVGO,BROADCOM INC,8016,1268,8.95M,1.42M,+18.8%,4.2%
776696106,ROP,ROPER TECHNOLOGIES INC,1796,1796,979.12K,979.13K,NEW,0.46%
25809K105,DASH,DOORDASH INC,6327,6327,625.68K,625.68K,NEW,0.29%
G25839104,CCEP,COCA-COLA EUROPACIFIC PARTNERS SHS,7747,7747,517.03K,517.03K,NEW,0.24%
12514G108,CDW,CDW CORP,2241,2241,509.42K,509.42K,NEW,0.24%
60937P106,MDB,MONGODB INC,1210,1210,494.71K,494.71K,NEW,0.23%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWARE,2916,2916,469.33K,469.33K,NEW,0.22%
848637104,,SPLUNK INC,2848,2848,433.89K,433.89K,NEW,0.2%
458140100,INTC,INTEL CORP,72615,3965,3.65M,199.24K,+5.8%,1.7%
00724F101,ADBE,ADOBE INC,7735,319,4.61M,190.32K,+4.3%,2.2%
007903107,AMD,ADVANCED MICRO DEVICES INC,27470,980,4.05M,144.46K,+3.7%,1.9%
882508104,TXN,TEXAS INSTRS INC,15483,734,2.64M,125.12K,+5%,1.2%
713448108,PEP,PEPSICO INC,23176,706,3.94M,119.91K,+3.1%,1.9%
038222105,AMAT,APPLIED MATLS INC,14319,665,2.32M,107.78K,+4.9%,1.1%
697435105,PANW,PALO ALTO NETWORKS INC,5348,344,1.58M,101.44K,+6.9%,0.74%
22160K105,COST,COSTCO WHSL CORP NEW,7407,150,4.89M,99.01K,+2.1%,2.3%
461202103,INTU,INTUIT,4717,156,2.95M,97.5K,+3.4%,1.4%
17275R102,CSCO,CISCO SYS INC,68558,1849,3.46M,93.41K,+2.8%,1.6%
438516106,HON,HONEYWELL INTL INC,11267,426,2.36M,89.34K,+3.9%,1.1%
747525103,QCOM,QUALCOMM INC,18775,613,2.72M,88.66K,+3.4%,1.3%
722304102,PDD,PDD HOLDINGS INC,11246,604,1.65M,88.37K,+5.7%,0.77%
031162100,AMGN,AMGEN INC,9035,292,2.6M,84.1K,+3.3%,1.2%
595112103,MU,MICRON TECHNOLOGY INC,18801,903,1.6M,77.06K,+5%,0.75%
46120E602,ISRG,INTUITIVE SURGICAL INC,5962,228,2.01M,76.92K,+4%,0.95%
512807108,LRCX.MX,LAM RESEARCH CORP,2245,89,1.76M,69.71K,+4.1%,0.83%
032654105,ADI,ANALOG DEVICES INC,8424,351,1.67M,69.69K,+4.3%,0.79%
009066101,ABNB,AIRBNB INC,7429,505,1.01M,68.75K,+7.3%,0.48%
053015103,ADP,AUTOMATIC DATA PROCESSING INC COM,6997,273,1.63M,63.6K,+4.1%,0.77%
N07059210,ASML,ASML HOLDING N V,1496,84,1.13M,63.58K,+5.9%,0.53%
75886F107,REGN,REGENERON PHARMACEUTICALS,1826,72,1.6M,63.24K,+4.1%,0.75%
64110L106,NFLX,NETFLIX INC,7390,129,3.6M,62.81K,+1.8%,1.7%
58733R102,MELI,MERCADOLIBRE INC,854,39,1.34M,61.29K,+4.8%,0.63%
855244109,SBUX,STARBUCKS CORP,19319,586,1.85M,56.26K,+3.1%,0.87%
375558103,GILD,GILEAD SCIENCES INC,21074,686,1.71M,55.57K,+3.4%,0.8%
609207105,MDLZ,MONDELEZ INTL INC,22804,647,1.65M,46.86K,+2.9%,0.78%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,4384,192,1.01M,44.1K,+4.6%,0.47%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,4611,160,1.26M,43.58K,+3.6%,0.59%
172908105,CTAS,CINTAS CORP,1735,72,1.05M,43.39K,+4.3%,0.49%
98138H101,WDAY,WORKDAY INC,3532,154,975.04K,42.51K,+4.6%,0.46%
482480100,KLAC,KLA CORP,2315,73,1.35M,42.43K,+3.3%,0.63%
872590104,TMUS,T-MOBILE US INC,19578,257,3.14M,41.2K,+1.3%,1.5%
60770K107,MRNA,MODERNA INC,6603,405,656.67K,40.28K,+6.5%,0.31%
025537101,AEP,AMERICAN ELEC PWR CO INC,8900,471,722.86K,38.25K,+5.6%,0.34%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,3824,147,976.34K,37.53K,+4%,0.46%
16119P108,CHTR,CHARTER COMMUNICATIONS INC NEW CL A,2512,96,976.36K,37.31K,+4%,0.46%
550021109,LULU,LULULEMON ATHLETICA INC,2049,71,1.05M,36.3K,+3.6%,0.49%
871607107,SNPS,SYNOPSYS INC,2561,70,1.32M,36.04K,+2.8%,0.62%
693718108,PCAR,PACCAR INC,8879,366,867.03K,35.74K,+4.3%,0.41%
052769106,ADSK,AUTODESK INC,3624,146,882.37K,35.55K,+4.2%,0.41%
23804L103,DDOG,DATADOG INC,5123,289,621.83K,35.08K,+6%,0.29%
45168D104,IDXX,IDEXX LABS INC,1414,63,784.84K,34.97K,+4.7%,0.37%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,9256,386,834.71K,34.81K,+4.4%,0.39%
49271V100,KDP,KEURIG DR PEPPER INC,23761,1037,791.72K,34.55K,+4.6%,0.37%
573874104,MRVL,MARVELL TECHNOLOGY INC,14584,541,879.56K,32.63K,+3.9%,0.41%
98980G102,ZS,ZSCALER INC,2510,143,556.12K,31.68K,+6%,0.26%
88339J105,TTD,THE TRADE DESK INC,7638,432,549.63K,31.09K,+6%,0.26%
36266G107,GEHC,GE HEALTHCARE TECHNOLOGIES INC,7778,402,601.39K,31.08K,+5.5%,0.28%
61174X109,MNST,MONSTER BEVERAGE CORP NEW,17682,530,1.02M,30.53K,+3.1%,0.48%
21037T109,CEG,CONSTELLATION ENERGY CORP,5484,259,641.02K,30.27K,+5%,0.3%
217204106,CPRT,COPART INC,16229,601,795.22K,29.45K,+3.8%,0.37%
571903202,MAR,MARRIOTT INTL INC NEW,4982,130,1.12M,29.32K,+2.7%,0.53%
500754106,KHC,KRAFT HEINZ CO,20820,773,769.92K,28.59K,+3.9%,0.36%
704326107,PAYX,PAYCHEX INC,6140,229,731.34K,27.28K,+3.9%,0.34%
22160N109,CSGP,COSTAR GROUP INC,6966,305,608.76K,26.65K,+4.6%,0.29%
30161N101,EXC,EXELON CORP,16947,682,608.4K,24.48K,+4.2%,0.29%
