CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G7997R103,STX,Seagate Technology Hldngs Pl,2116108,1201065,180.65M,102.53M,+131.3%,5.8%
878742204,TECK,Teck Resources Ltd,5524602,1418925,233.55M,59.98M,+34.6%,7.5%
040413106,,Arista Networks Inc,234185,234185,55.15M,55.15M,NEW,1.8%
980745103,WWD,Woodward Inc,404635,404635,55.08M,55.08M,NEW,1.8%
88023U101,SGI,Tempur Sealy Intl Inc,749100,749100,38.18M,38.18M,NEW,1.2%
48242W106,KBR,Kbr Inc,1158535,652877,64.19M,36.18M,+129.1%,2.1%
Y2573F102,FLEX,Flex Ltd,1134400,1134400,34.55M,34.55M,NEW,1.1%
22266T109,CPNG,Coupang Inc,22914940,2011075,370.99M,32.56M,+9.6%,11.9%
067901108,B,Barrick Gold Corp,1758300,1758300,31.81M,31.81M,NEW,1%
099502106,BAH,Booz Allen Hamilton Hldg Cor,235800,235800,30.16M,30.16M,NEW,0.97%
594918104,MSFT,Microsoft Corp,1086120,68860,408.43M,25.89M,+6.8%,13.1%
573874104,MRVL,Marvell Technology Inc,363585,363585,21.93M,21.93M,NEW,0.71%
87256C101,TKO,Tko Group Holdings Inc,326735,265270,26.66M,21.64M,+431.6%,0.86%
92537N108,VRT,Vertiv Holdings Co,2313500,427250,111.12M,20.52M,+22.7%,3.6%
35671D857,FCX,Freeport-Mcmoran Inc,471535,471535,20.07M,20.07M,NEW,0.65%
13321L108,CCJ,Cameco Corp,1332625,462885,57.44M,19.95M,+53.2%,1.8%
651639106,NEM,Newmont Corp,474250,474250,19.63M,19.63M,NEW,0.63%
697435105,PANW,Palo Alto Networks Inc,64715,64715,19.08M,19.08M,NEW,0.61%
74624M102,P,Pure Storage Inc,531247,531247,18.94M,18.94M,NEW,0.61%
98980F104,GTM,Zoominfo Technologies Inc,924100,924100,17.09M,17.09M,NEW,0.55%
92840M102,VST,Vistra Corp,2385061,396500,91.87M,15.27M,+19.9%,3%
26142V105,DKNG,Draftkings Inc New,423850,423850,14.94M,14.94M,NEW,0.48%
67059N108,NTNX,Nutanix Inc,216600,216600,10.33M,10.33M,NEW,0.33%
874054109,TTWO,Take-Two Interactive Softwar,63850,63850,10.28M,10.28M,NEW,0.33%
00724F101,ADBE,Adobe Inc,17130,17130,10.22M,10.22M,NEW,0.33%
93403J106,WRBY,Warby Parker Inc,674039,674039,9.5M,9.5M,NEW,0.31%
