CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
00971T101,AKAM,AKAMAI TECHNOLOGIES INC,2048062,2048062,218.2M,218.2M,NEW,7.4%
90353T100,UBER,UBER TECHNOLOGIES INC,4068505,4068505,187.11M,187.11M,NEW,6.4%
30303M102,META,META PLATFORMS INC,1084963,509000,325.72M,152.81M,+88.4%,11.1%
02079K305,GOOGL,ALPHABET INC,1136000,1136000,148.66M,148.66M,NEW,5.1%
848637104,,SPLUNK INC,1394000,643000,203.87M,94.04M,+85.6%,6.9%
00724F101,ADBE,ADOBE INC,288400,175000,147.06M,89.23M,+154.3%,5%
67059N108,NTNX,NUTANIX INC,2363000,2363000,82.42M,82.42M,NEW,2.8%
577081102,MAT,MATTEL INC,3487000,3487000,76.82M,76.82M,NEW,2.6%
032654105,ADI,ANALOG DEVICES INC,396116,396116,69.36M,69.36M,NEW,2.4%
79466L302,CRM,SALESFORCE INC,339000,339000,68.74M,68.74M,NEW,2.3%
55826T102,SPHR,SPHERE ENTERTAINMENT CO,1698802,1698802,63.13M,63.13M,NEW,2.1%
558256103,MSGE,MADISON SQUARE GARDEN ENTMT,1903724,1903724,62.65M,62.65M,NEW,2.1%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,2100000,726000,174.38M,60.29M,+52.8%,5.9%
H5919C104,ONON,ON HLDG AG,2140144,2140144,59.54M,59.54M,NEW,2%
26142V105,DKNG,DRAFTKINGS INC NEW,7153967,2022000,210.61M,59.53M,+39.4%,7.2%
911684108,AD,UNITED STATES CELLULAR CORP,1204392,1204392,51.75M,51.75M,NEW,1.8%
02156B103,AYX,ALTERYX INC,1331056,1331056,50.17M,50.17M,NEW,1.7%
872590104,TMUS,T-MOBILE US INC,2536135,134000,355.19M,18.77M,+5.6%,12.1%
55087P104,LYFT,LYFT INC,3643592,0,38.4M,0,NO CHANGE,1.3%
212873111,CNXXW,CONX CORP,1000000,0,150K,0,NO CHANGE,<.01%
67066G104,NVDA,NVIDIA CORPORATION,378079,-13775,164.46M,-5.99M,-3.5%,5.6%
535919401,LGFA,LIONS GATE ENTMNT CORP,3000000,-1048967,25.44M,-8.9M,-25.9%,0.87%
29260Y109,EDR,ENDEAVOR GROUP HLDGS INC,0,-1075819,0,-25.73M,CLOSE,0%
253868103,DLR,DIGITAL RLTY TR INC,0,-332530,0,-37.87M,CLOSE,0%
512807108,LRCX.MX,LAM RESEARCH CORP,0,-59210,0,-38.06M,CLOSE,0%
M7S64H106,MNDY,MONDAY COM LTD,0,-400000,0,-68.49M,CLOSE,0%
83001A102,,SIX FLAGS ENTMT CORP NEW,0,-2651137,0,-68.88M,CLOSE,0%
58733R102,MELI,MERCADOLIBRE INC,0,-62000,0,-73.45M,CLOSE,0%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,0,-5000000,0,-76.65M,CLOSE,0%
594918104,MSFT,MICROSOFT CORP,0,-237000,0,-80.71M,CLOSE,0%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,661051,-406000,154.88M,-95.13M,-38%,5.3%
007903107,AMD,ADVANCED MICRO DEVICES INC,0,-1258716,0,-143.38M,CLOSE,0%
64110L106,NFLX,NETFLIX INC,0,-412025,0,-181.49M,CLOSE,0%
00507V109,ATVI,ACTIVISION BLIZZARD INC,0,-4497550,0,-379.14M,CLOSE,0%
Total,,,,,2.94B,329.34M,+12.9%,100%
