CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G8232Y101,PENG,SMART GLOBAL HLDGS INC,539172,539172,13.13M,13.13M,NEW,2.2%
007903107,AMD,ADVANCED MICRO DEVICES INC,89800,79100,9.23M,8.13M,+739.3%,1.6%
958102105,WDC,WESTERN DIGITAL CORP.,153772,153772,7.02M,7.02M,NEW,1.2%
125269100,CF,CF INDS HLDGS INC,80500,80500,6.9M,6.9M,NEW,1.2%
203668108,CYH,COMMUNITY HEALTH SYS INC NEW,5127463,2318818,14.87M,6.72M,+82.6%,2.5%
86800U104,SUPER,SUPER MICRO COMPUTER INC,53140,21940,14.57M,6.02M,+70.3%,2.5%
565394103,CART,MAPLEBEAR INC,202500,202500,6.01M,6.01M,NEW,1%
92537N108,VRT,VERTIV HOLDINGS CO,391311,161211,14.56M,6M,+70.1%,2.5%
379378201,GNL,GLOBAL NET LEASE INC,731352,616052,7.03M,5.92M,+534.3%,1.2%
82706C108,SIMO,SILICON MOTION TECHNOLOGY CO,113200,113200,5.8M,5.8M,NEW,0.99%
67066G104,NVDA,NVIDIA CORPORATION,22000,13050,9.57M,5.68M,+145.8%,1.6%
20030N101,CMCSA,COMCAST CORP NEW,142500,107000,6.32M,4.74M,+301.4%,1.1%
25470MAB5,,DISH NETWORK CORPORATION,10750000,7250000,6.5M,4.38M,+207.1%,1.1%
957638109,WAL,WESTERN ALLIANCE BANCORP,196824,95224,9.05M,4.38M,+93.7%,1.5%
30303M102,META,META PLATFORMS INC,66770,14530,20.05M,4.36M,+27.8%,3.4%
01609W102,BABA,ALIBABA GROUP HLDG LTD,105600,48200,9.16M,4.18M,+84%,1.6%
458140100,INTC,INTEL CORP,126051,116900,4.48M,4.16M,+1277.5%,0.76%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,250000,205300,4.34M,3.57M,+459.3%,0.74%
023135106,AMZN,AMAZON COM INC,112330,26620,14.28M,3.38M,+31.1%,2.4%
00971T101,AKAM,AKAMAI TECHNOLOGIES INC,31300,31300,3.33M,3.33M,NEW,0.57%
02079K305,GOOGL,ALPHABET INC,101900,24700,13.33M,3.23M,+32%,2.3%
038169207,APLD,APPLIED DIGITAL CORP,1589984,503384,9.92M,3.14M,+46.3%,1.7%
29082A107,EMBJ,EMBRAER S.A.,228300,228300,3.13M,3.13M,NEW,0.53%
595112103,MU,MICRON TECHNOLOGY INC,45800,45800,3.12M,3.12M,NEW,0.53%
55616P104,M,MACYS INC,313100,247700,3.64M,2.88M,+378.7%,0.62%
91544A109,UPLD,UPLAND SOFTWARE INC,836444,611621,3.86M,2.83M,+272%,0.66%
24703L202,DELL,DELL TECHNOLOGIES INC,61300,40500,4.22M,2.79M,+194.7%,0.72%
443628102,HBM,HUDBAY MINERALS INC,1290900,545100,6.29M,2.66M,+73.1%,1.1%
G3323L100,FN,FABRINET,15600,15600,2.6M,2.6M,NEW,0.44%
82452J109,FOUR,SHIFT4 PMTS INC,75600,42800,4.19M,2.37M,+130.5%,0.71%
25402D102,DOCN,DIGITALOCEAN HLDGS INC,83000,83000,1.99M,1.99M,NEW,0.34%
516806205,VTLE,VITAL ENERGY INC,54800,34700,3.04M,1.92M,+172.6%,0.52%
30034T103,EVRI,EVERI HLDGS INC,266695,145100,3.53M,1.92M,+119.3%,0.6%
040413106,,ARISTA NETWORKS INC,14700,10300,2.7M,1.89M,+234.1%,0.46%
502160104,LXU,LSB INDS INC,181809,181809,1.86M,1.86M,NEW,0.32%
253651202,DBD,DIEBOLD NIXDORF INC,96190,96190,1.82M,1.82M,NEW,0.31%
81141R100,SE,SEA LTD,38600,38600,1.7M,1.7M,NEW,0.29%
26210V102,DRVN,DRIVEN BRANDS HLDGS INC,131300,131300,1.65M,1.65M,NEW,0.28%
90353T100,UBER,UBER TECHNOLOGIES INC,49500,35600,2.28M,1.64M,+256.1%,0.39%
V7780T103,RCL,ROYAL CARIBBEAN GROUP,31500,16700,2.9M,1.54M,+112.8%,0.49%
M78673114,PERI,PERION NETWORK LTD,49400,49400,1.51M,1.51M,NEW,0.26%
85256A109,STGW,STAGWELL INC,310521,310521,1.46M,1.46M,NEW,0.25%
17888H103,CIVI,CIVITAS RESOURCES INC,29500,17100,2.39M,1.38M,+137.9%,0.41%
N70544106,PLYA,PLAYA HOTELS & RESORTS NV,947900,187900,6.86M,1.36M,+24.7%,1.2%
828730200,SFNC,SIMMONS 1ST NATL CORP,91919,91919,1.36M,1.36M,NEW,0.23%
96758W101,WOW,WIDEOPENWEST INC,176000,176000,1.35M,1.35M,NEW,0.23%
25400W102,APPS,DIGITAL TURBINE INC,218800,218800,1.32M,1.32M,NEW,0.23%
527064109,LESL,LESLIES INC,221900,221900,1.26M,1.26M,NEW,0.21%
55024U109,LITE,LUMENTUM HLDGS INC,25800,25800,1.17M,1.17M,NEW,0.2%
674482203,OBE,OBSIDIAN ENERGY LTD,279500,140200,2.31M,1.16M,+100.6%,0.39%
07317Q105,BTE,BAYTEX ENERGY CORP,493364,261664,2.18M,1.15M,+112.9%,0.37%
703481101,PTEN,PATTERSON-UTI ENERGY INC,83062,83062,1.15M,1.15M,NEW,0.2%
