CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
040413106,,Arista Networks Inc,41858,41858,7.7M,7.7M,NEW,7%
92537N108,VRT,Vertiv Holdings Llc,150077,150077,5.58M,5.58M,NEW,5.1%
22788C105,CRWD,Crowdstrike Holdings A,13596,13596,2.28M,2.28M,NEW,2.1%
81762P102,NOW,Servicenow Inc,3035,3035,1.7M,1.7M,NEW,1.5%
04016X101,ARGX,Argenx SE Ads,2332,2332,1.15M,1.15M,NEW,1%
36118L106,FUTU,Futu Holdings Cl A Ads,15983,15983,924K,924K,NEW,0.84%
647581206,EDU,New Orientl Edu&Tech Ads,15326,15326,897K,897K,NEW,0.81%
N14506104,ESTC,Elastic N.V,10322,10322,839K,839K,NEW,0.76%
L44385109,GLOB,Globant SA,4219,4219,835K,835K,NEW,0.76%
679295105,OKTA,Okta Inc Cl A,10146,10146,827K,827K,NEW,0.75%
67059N108,NTNX,Nutanix Inc Class A,23503,23503,820K,820K,NEW,0.74%
722304102,PDD,PDD Holdings Inc ClA Ads,8275,8275,812K,812K,NEW,0.74%
26603R106,DUOL,Duolingo Inc Cl A,3746,3746,621K,621K,NEW,0.56%
688239201,OSK,Oshkosh Corporation,6448,6448,615K,615K,NEW,0.56%
03783C100,APPF,Appfolio Inc Cl A,3040,3040,555K,555K,NEW,0.5%
929740108,WAB,Wabtec Corp,4912,4912,522K,522K,NEW,0.47%
89677Q107,TCOM,Trip.com Group Ltd Adr,14132,14132,494K,494K,NEW,0.45%
98980G102,ZS,Zscaler Inc,3108,3108,484K,484K,NEW,0.44%
54951L109,LKNCY,Luckin Coffee CL A Ads,13493,13493,472K,472K,NEW,0.43%
049468101,TEAM,Atlassian Corp Cl A,2187,2187,441K,441K,NEW,0.4%
22266T109,CPNG,Coupang Inc Cl A,25900,25900,440K,440K,NEW,0.4%
17243V102,CNK,Cinemark Holdings Inc,23792,23792,437K,437K,NEW,0.4%
G7496G103,RNR,Renaissancere Holdings,2157,2157,427K,427K,NEW,0.39%
65290E101,NXT,Nextracker Inc Class A,10559,10559,424K,424K,NEW,0.38%
G29018101,DLO,Dlocal Limited Cl A,21943,21943,421K,421K,NEW,0.38%
29082A107,EMBJ,Embraer Sa Adr,28446,28446,390K,390K,NEW,0.35%
56585A102,MPC,Marathon Petroleum,2021,2021,306K,306K,NEW,0.28%
88025T102,TENB,Tenable Holdings Inc,6803,6803,305K,305K,NEW,0.28%
90353T100,UBER,Uber Technologies Inc,50587,5771,2.33M,265.35K,+12.9%,2.1%
64125C109,NBIX,Neurocrine Biosciences,2198,2198,247K,247K,NEW,0.22%
60855R100,MOH,Molina Healthcare Inc,718,718,235K,235K,NEW,0.21%
76954A103,RIVN,Rivian Automotive Cl A,8751,8751,212K,212K,NEW,0.19%
85208M102,SFM,Sprouts Farmers Market,4902,4902,210K,210K,NEW,0.19%
562750109,MANH,Manhattan Associates Inc,1046,1046,207K,207K,NEW,0.19%
217204106,CPRT,Copart Inc,8221,801,354K,34.49K,+10.8%,0.32%
79589L106,IOT,Samsara Inc Cl A,10321,-491,260K,-12.37K,-4.5%,0.24%
10576N102,BRZE,Braze Inc Cl A,9835,-283,460K,-13.24K,-2.8%,0.42%
01741R102,ATI,A T I Inc,5689,-535,234K,-22.01K,-8.6%,0.21%
74275K108,PCOR,Procore Technologies Inc,0,-3087,0,-201K,CLOSE,0%
58506Q109,MEDP,Medpace Holdings Inc,0,-1065,0,-256K,CLOSE,0%
36262G101,GXO,G X O Logistics Inc,0,-4196,0,-264K,CLOSE,0%
M7S64H106,MNDY,monday.com Ltd,0,-1579,0,-270K,CLOSE,0%
78473E103,SPXC,S P X Technologies Inc,0,-3332,0,-283K,CLOSE,0%
649445103,NCLLF,New York Community Bncrp,0,-27047,0,-304K,CLOSE,0%
101137107,BSX,Boston Scientific Corp,7336,-6126,387K,-323.17K,-45.5%,0.35%
50202M102,LI,Li Auto Inc Ads Class A,0,-9708,0,-341K,CLOSE,0%
207410101,CNMD,Conmed Corp,0,-2589,0,-352K,CLOSE,0%
G3730V105,FTAI,FTAI Aviation Ltd,0,-11214,0,-355K,CLOSE,0%
550021109,LULU,Lululemon Athletica,1202,-935,464K,-360.93K,-43.8%,0.42%
37637K108,GTLB,Gitlab Inc Cl A,0,-7105,0,-363K,CLOSE,0%
893641100,TDG,Transdigm Group Inc,0,-428,0,-383K,CLOSE,0%
P31076105,CPA,Copa Holdings Sa,0,-3504,0,-387K,CLOSE,0%
82489W107,SHLS,Shoals Tech Grp Cl A,0,-15291,0,-391K,CLOSE,0%
86800U104,SUPER,Super Micro Computer Inc,0,-1567,0,-391K,CLOSE,0%
888787108,TOST,Toast Inc Cl A,0,-17953,0,-405K,CLOSE,0%
82509L107,SHOP,Shopify Inc Cl A,4773,-7447,260K,-405.66K,-60.9%,0.24%
