CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G0593M107,AZN,ASTRAZENECA PLC,841921,841921,163.1M,163.1M,NEW,1.9%
866966104,SUNB,SUNBELT RENTALS HOLDINGS INC,586983,586983,36.75M,36.75M,NEW,0.43%
67066G104,NVDA,NVIDIA CORPORATION,3350520,181143,584.3M,31.59M,+5.7%,6.9%
H42097107,UBS,UBS GROUP AG,1317110,453568,50.36M,17.34M,+52.5%,0.59%
64110L106,NFLX,NETFLIX INC.,914913,177642,87.97M,17.08M,+24.1%,1%
037833100,AAPL,APPLE INC,2139525,64757,542.96M,16.43M,+3.1%,6.4%
594918104,MSFT,MICROSOFT CORP,1029535,27844,381.1M,10.31M,+2.8%,4.5%
023135106,AMZN,AMAZON COM INC,1455453,42631,303.13M,8.88M,+3%,3.6%
02079K305,GOOGL,ALPHABET INC,1074632,30109,309.02M,8.66M,+2.9%,3.6%
11135F101,AVGO,BROADCOM INC,715172,14845,221.34M,4.59M,+2.1%,2.6%
D18190898,DB,DEUTSCHE BK AG,584563,152659,16.9M,4.41M,+35.3%,0.2%
09857L108,BKNG,BOOKING HOLDINGS INC,11643,1040,49.02M,4.38M,+9.8%,0.58%
22052L104,CTVA,CORTEVA INC,116332,49974,9.74M,4.18M,+75.3%,0.11%
49456B101,KMI,KINDER MORGAN INC DEL,650266,112424,21.8M,3.77M,+20.9%,0.26%
00724F101,ADBE,ADOBE INC,157551,13751,38.3M,3.34M,+9.6%,0.45%
363576109,AJG,GALLAGHER ARTHUR J & CO,159959,14958,34.64M,3.24M,+10.3%,0.41%
78462F103,SPY,STATE STR SPDR S&P 500 ETF T,7433,4970,4.83M,3.23M,+201.8%,0.06%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,32578,6434,15.79M,3.12M,+24.6%,0.19%
92826C839,V,VISA INC,335397,9334,101.37M,2.82M,+2.9%,1.2%
02079K107,GOOG,ALPHABET INC,505059,9523,144.88M,2.73M,+1.9%,1.7%
78409V104,SPGI,S&P GLOBAL INC,122993,6181,52.31M,2.63M,+5.3%,0.62%
20030N101,CMCSA,COMCAST CORP NEW,560316,87601,16.09M,2.51M,+18.5%,0.19%
