CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
11135F101,AVGO,BROADCOM INC,4232360,3839334,730.08M,662.29M,+976.9%,1.3%
42809H107,HES,HESS CORP,10740119,2101931,1.46B,285.44M,+24.3%,2.6%
88579Y101,MMM,3M CO,2657772,1521377,363.32M,207.97M,+133.9%,0.64%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,4494166,3622532,232.53M,187.43M,+415.6%,0.41%
260003108,DOV,DOVER CORP,1658903,782726,318.08M,150.08M,+89.3%,0.56%
94106L109,WM,WASTE MGMT INC DEL,1225349,699141,254.38M,145.14M,+132.9%,0.45%
45687V106,IR,INGERSOLL RAND INC,1706647,1379655,167.52M,135.43M,+421.9%,0.3%
565849106,MRO,MARATHON OIL CORP,8298022,5031970,220.98M,134M,+154.1%,0.39%
571748102,MRSH,MARSH & MCLENNAN COS INC,908561,590900,202.69M,131.82M,+186%,0.36%
478160104,JNJ,JOHNSON & JOHNSON,1619149,766627,262.4M,124.24M,+89.9%,0.46%
580135101,MCD,MCDONALDS CORP,1330902,375500,405.27M,114.34M,+39.3%,0.72%
26884L109,EQT,EQT CORP,2636935,2636935,96.62M,96.62M,NEW,0.17%
75513E101,RTX,RTX CORPORATION,1758846,794774,213.1M,96.29M,+82.4%,0.38%
23331A109,DHI,D R HORTON INC,498575,464300,95.11M,88.57M,+1354.6%,0.17%
15189T107,CNP,CENTERPOINT ENERGY INC,2814338,2814338,82.8M,82.8M,NEW,0.15%
037833100,AAPL,APPLE INC,14204179,325800,3.31B,75.91M,+2.3%,5.8%
437076102,HD,HOME DEPOT INC,1118794,177438,453.34M,71.9M,+18.8%,0.8%
G7997W102,SDRL,SEADRILL 2021 LTD,3108777,1752234,123.54M,69.63M,+129.2%,0.22%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,1858200,1858200,69.13M,69.13M,NEW,0.12%
592688105,MTD,METTLER TOLEDO INTERNATIONAL,48957,42807,73.42M,64.2M,+696%,0.13%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES INC,501372,358937,79.68M,57.05M,+252%,0.14%
59156R108,MET,METLIFE INC,1004526,686500,82.85M,56.62M,+215.9%,0.15%
879360105,TDY,TELEDYNE TECHNOLOGIES INC,169142,123700,74.03M,54.14M,+272.2%,0.13%
14448C104,CARR,CARRIER GLOBAL CORPORATION,670596,670596,53.98M,53.98M,NEW,0.1%
172908105,CTAS,CINTAS CORP,322000,256169,66.29M,52.74M,+389.1%,0.12%
48203R104,JNPR,JUNIPER NETWORKS INC,1729149,1352449,67.4M,52.72M,+359%,0.12%
88160R101,TSLA,TESLA INC,2588400,200700,677.2M,52.51M,+8.4%,1.2%
126650100,CVS,CVS HEALTH CORP,1166036,814479,73.32M,51.21M,+231.7%,0.13%
02376R102,AAL,AMERICAN AIRLS GROUP INC,5094908,4465586,57.27M,50.19M,+709.6%,0.1%
337738108,FISV,FISERV INC,747731,276500,134.33M,49.67M,+58.7%,0.24%
G0750C108,AXTA,AXALTA COATING SYS LTD,2110000,1360000,76.36M,49.22M,+181.3%,0.13%
34964C106,FBIN,FORTUNE BRANDS INNOVATIONS I,750894,528894,67.23M,47.35M,+238.2%,0.12%
00287Y109,ABBV,ABBVIE INC,1657783,237503,327.38M,46.9M,+16.7%,0.58%
501044101,KR,KROGER CO,1327281,779970,76.05M,44.69M,+142.5%,0.13%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,1078290,202100,238.39M,44.68M,+23.1%,0.42%
80105N105,SNY,SANOFI,765997,765997,44.14M,44.14M,NEW,0.08%
G8994E103,TT,TRANE TECHNOLOGIES PLC,324735,110500,126.23M,42.95M,+51.6%,0.22%
374163103,GERN,GERON CORP,28875000,9150000,131.09M,41.54M,+46.4%,0.23%
410867105,THG,HANOVER INS GROUP INC,280000,280000,41.47M,41.47M,NEW,0.07%
071813109,BAX,BAXTER INTL INC,1563567,1074720,59.37M,40.81M,+219.8%,0.1%
882681109,TXRH,TEXAS ROADHOUSE INC,228000,228000,40.26M,40.26M,NEW,0.07%
402635502,GPOR,GULFPORT ENERGY OPERATING CO,265100,265100,40.12M,40.12M,NEW,0.07%
G5960L103,MDT,MEDTRONIC PLC,1543877,445147,139M,40.08M,+40.5%,0.25%
92826C839,V,VISA INC,1604540,145600,441.17M,40.03M,+10%,0.78%
45784P101,PODD,INSULET CORP,257320,170120,59.89M,39.6M,+195.1%,0.11%
778296103,ROST,ROSS STORES INC,533386,261800,80.28M,39.4M,+96.4%,0.14%
494368103,KMB,KIMBERLY-CLARK CORP,352433,273050,50.14M,38.85M,+344%,0.09%
487836108,K,KELLANOVA,608528,473691,49.11M,38.23M,+351.3%,0.09%
243537107,DECK,DECKERS OUTDOOR CORP,273700,231100,43.64M,36.85M,+542.5%,0.08%
Y95308105,WVE,WAVE LIFE SCIENCES LTD,9703351,4345632,79.57M,35.63M,+81.1%,0.14%
13646K108,CP,CANADIAN PACIFIC KANSAS CITY,411591,411591,35.21M,35.21M,NEW,0.06%
50155Q100,KD,KYNDRYL HLDGS INC,1775000,1525000,40.79M,35.04M,+610%,0.07%
G6095L109,,APTIV PLC,472500,472500,34.02M,34.02M,NEW,0.06%
04016X101,ARGX,ARGENX SE,168787,62280,91.5M,33.76M,+58.5%,0.16%
848574109,SPR,SPIRIT AEROSYSTEMS HLDGS INC,1408802,1033521,45.8M,33.6M,+275.4%,0.08%
892356106,TSCO,TRACTOR SUPPLY CO,175050,109750,50.93M,31.93M,+168.1%,0.09%
G29183103,ETN,EATON CORP PLC,448754,95256,148.74M,31.57M,+26.9%,0.26%
16411R208,LNG,CHENIERE ENERGY INC,165000,165000,29.67M,29.67M,NEW,0.05%
829933100,SIRI,SIRIUSXM HOLDINGS INC,1250722,1250722,29.58M,29.58M,NEW,0.05%
419870100,HE,HAWAIIAN ELEC INDUSTRIES,3000000,3000000,29.04M,29.04M,NEW,0.05%
143130102,KMX,CARMAX INC,375053,375053,29.02M,29.02M,NEW,0.05%
032095101,APH,AMPHENOL CORP NEW,1422720,440500,92.7M,28.7M,+44.8%,0.16%
670703107,NUVL,NUVALENT INC,280000,280000,28.64M,28.64M,NEW,0.05%
45667G103,,INFINERA CORP,4124512,4124512,27.84M,27.84M,NEW,0.05%
826919102,SLAB,SILICON LABORATORIES INC,407500,238000,47.09M,27.51M,+140.4%,0.08%
92790C104,VRDN,VIRIDIAN THERAPEUTICS INC,1205000,1205000,27.41M,27.41M,NEW,0.05%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,3621899,1518733,65.27M,27.37M,+72.2%,0.12%
G7709Q104,RPRX,ROYALTY PHARMA PLC,11899194,967263,336.63M,27.36M,+8.8%,0.59%
G7S00T104,PNR,PENTAIR PLC,308715,279269,30.19M,27.31M,+948.4%,0.05%
609839105,MPWR,MONOLITHIC PWR SYS INC,71000,29300,65.64M,27.09M,+70.3%,0.12%
023436108,AMED,AMEDISYS INC,315903,273239,30.49M,26.37M,+640.4%,0.05%
30034T103,EVRI,EVERI HLDGS INC,1984742,1984742,26.08M,26.08M,NEW,0.05%
09073M104,TECH,BIO-TECHNE CORP,323500,323500,25.86M,25.86M,NEW,0.05%
443201108,HWM,HOWMET AEROSPACE INC,384700,247356,38.57M,24.8M,+180.1%,0.07%
12653C108,CNX,CNX RES CORP,760455,760455,24.77M,24.77M,NEW,0.04%
670837103,OGE,OGE ENERGY CORP,850000,602329,34.87M,24.71M,+243.2%,0.06%
91529Y106,UNM,UNUM GROUP,400000,400000,23.78M,23.78M,NEW,0.04%
834203309,SLNO,SOLENO THERAPEUTICS INC,3322146,468052,167.74M,23.63M,+16.4%,0.3%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,1720850,403500,99.16M,23.25M,+30.6%,0.18%
00130H105,AES,AES CORP,1828418,1146706,36.68M,23M,+168.2%,0.06%
G8267P108,SW,SMURFIT WESTROCK PLC,465089,465089,22.98M,22.98M,NEW,0.04%
30040W108,ES,EVERSOURCE ENERGY,336834,336834,22.92M,22.92M,NEW,0.04%
29444U700,EQIX,EQUINIX INC,158468,25400,140.66M,22.55M,+19.1%,0.25%
90400D108,RARE,ULTRAGENYX PHARMACEUTICAL IN,1525741,400741,84.75M,22.26M,+35.6%,0.15%
806857108,SLB,SCHLUMBERGER LTD,1030416,527061,43.23M,22.11M,+104.7%,0.08%
G39108108,GTES,GATES INDL CORP PLC,4592422,1257422,80.6M,22.07M,+37.7%,0.14%
216648501,COO,COOPER COS INC,387660,197000,42.77M,21.74M,+103.3%,0.08%
36266G107,GEHC,GE HEALTHCARE TECHNOLOGIES I,555500,231330,52.13M,21.71M,+71.4%,0.09%
052769106,ADSK,AUTODESK INC,243089,77900,66.97M,21.46M,+47.2%,0.12%
87422Q109,TLN,TALEN ENERGY CORP,120000,120000,21.39M,21.39M,NEW,0.04%
876030107,TPR,TAPESTRY INC,449831,449831,21.13M,21.13M,NEW,0.04%
