CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
11135F101,AVGO,Broadcom Inc,12701500,11453554,2.2B,1.99B,+917.8%,2.8%
512807306,LRCX,Lam Research Corp,16081071,16081071,1.17B,1.17B,NEW,1.5%
67066G104,NVDA,NVIDIA Corp,43966350,3957832,6.14B,552.36M,+9.9%,7.7%
N07059210,ASML,ASML Holding NV,1757049,474653,1.25B,336.35M,+37%,1.6%
747525103,QCOM,QUALCOMM Inc,7506863,1741432,1.25B,290.12M,+30.2%,1.6%
N6596X109,NXPI,NXP Semiconductors NV,3041129,1222736,718.68M,288.96M,+67.2%,0.9%
038222105,AMAT,Applied Materials Inc,6571178,1509439,1.2B,275.77M,+29.8%,1.5%
595112103,MU,Micron Technology Inc,10564198,2477985,1.11B,260.31M,+30.6%,1.4%
009158106,APD,Air Products and Chemicals Inc,764489,721671,249.7M,235.71M,+1685.4%,0.31%
68902V107,OTIS,Otis Worldwide Corp,2261929,2201988,232.66M,226.5M,+3673.6%,0.29%
79466L302,CRM,Salesforce.com Inc,1624520,794506,462.06M,225.98M,+95.7%,0.58%
254687106,DIS,Walt Disney Co/The,4307794,2298921,414.58M,221.25M,+114.4%,0.52%
446413106,HII,Huntington Ingalls Industries Inc,1778210,863800,455.22M,221.13M,+94.5%,0.57%
291011104,EMR,Emerson Electric Co,3896889,2016075,422.85M,218.76M,+107.2%,0.53%
115637209,BF.B,Brown-Forman Corp,8822514,4445128,430.45M,216.88M,+101.5%,0.54%
090572207,BIO,Bio-Rad Laboratories Inc,1303752,644530,436.86M,215.97M,+97.8%,0.55%
911312106,UPS,United Parcel Service Inc,1772765,1620091,232.96M,212.9M,+1061.1%,0.29%
45167R104,IEX,IDEX Corp,1032277,1021439,211.47M,209.25M,+9424.6%,0.26%
36266G107,GEHC,GE HealthCare Technologies Inc,2335235,2335235,208.51M,208.51M,NEW,0.26%
458140100,INTC,Intel Corp,44013936,9422136,967.43M,207.1M,+27.2%,1.2%
097023105,BA,Boeing Co/The,2277548,1251456,357.71M,196.55M,+122%,0.45%
482480100,KLAC,KLA Corp,1399367,286015,930.06M,190.09M,+25.7%,1.2%
871607107,SNPS,SYNOPSYS INC,1605001,335993,791.92M,165.78M,+26.5%,0.99%
11777Q209,BTG,B2Gold Corp,166079133,47967010,566.31M,163.56M,+40.6%,0.71%
032654105,ADI,Analog Devices Inc,4754759,700862,1.08B,158.99M,+17.3%,1.3%
007903107,AMD,Advanced Micro Devices Inc,9620878,975220,1.47B,149.12M,+11.3%,1.8%
