CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92826C839,V,VISA INC,3505747,3505747,963.91M,963.91M,NEW,3.5%
060505104,BAC,BANK AMERICA CORP,19959530,19959530,791.99M,791.99M,NEW,2.9%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,2577629,2102648,949.93M,774.89M,+442.7%,3.5%
G3643J108,FLUT,FLUTTER ENTMT PLC,2545376,2545376,603.97M,603.97M,NEW,2.2%
902973304,USB,US BANCORP DEL,33617210,8212297,1.54B,375.55M,+32.3%,5.6%
59156R108,MET,METLIFE INC,4487602,4487602,370.14M,370.14M,NEW,1.3%
824348106,SHW,SHERWIN WILLIAMS CO,1301656,893870,496.8M,341.16M,+219.2%,1.8%
020002101,ALL,ALLSTATE CORP,2042102,1496920,387.28M,283.89M,+274.6%,1.4%
89400J107,TRU,TRANSUNION,2400728,2400728,251.36M,251.36M,NEW,0.92%
049468101,TEAM,ATLASSIAN CORPORATION,2974936,1508959,472.45M,239.64M,+102.9%,1.7%
92840M102,VST,VISTRA CORP,1837021,1837021,217.76M,217.76M,NEW,0.79%
02079K305,GOOGL,ALPHABET INC,1277458,1277458,211.87M,211.87M,NEW,0.77%
92537N108,VRT,VERTIV HOLDINGS CO,2813448,2123761,279.91M,211.29M,+307.9%,1%
052769106,ADSK,AUTODESK INC,762026,762026,209.92M,209.92M,NEW,0.77%
G0403H108,AON,AON PLC,563027,563027,194.8M,194.8M,NEW,0.71%
09061G101,BMRN,BIOMARIN PHARMACEUTICAL INC,9753293,2689729,685.56M,189.06M,+38.1%,2.5%
00724F101,ADBE,ADOBE INC,2621398,344771,1.36B,178.52M,+15.1%,4.9%
871607107,SNPS,SYNOPSYS INC,351523,351523,178.01M,178.01M,NEW,0.65%
143658300,CCL,CARNIVAL CORP,9559560,9559560,176.66M,176.66M,NEW,0.64%
48251W104,KKR,KKR & CO INC,1810751,1265659,236.45M,165.27M,+232.2%,0.86%
855244109,SBUX,STARBUCKS CORP,1665162,1665162,162.34M,162.34M,NEW,0.59%
126408103,CSX,CSX CORP,9351747,4613203,322.92M,159.29M,+97.4%,1.2%
808513105,SCHW,SCHWAB CHARLES CORP,2339956,2339956,151.65M,151.65M,NEW,0.55%
98980G102,ZS,ZSCALER INC,847771,847771,144.92M,144.92M,NEW,0.53%
46625H100,JPM,JPMORGAN CHASE & CO.,3696535,686713,779.45M,144.8M,+22.8%,2.8%
34959J108,FTV,FORTIVE CORP,11797420,1757910,931.17M,138.75M,+17.5%,3.4%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,7567533,7567533,136.37M,136.37M,NEW,0.5%
20030N101,CMCSA,COMCAST CORP NEW,3092685,3092685,129.18M,129.18M,NEW,0.47%
88160R101,TSLA,TESLA INC,436272,436272,114.14M,114.14M,NEW,0.42%
775109200,RCI,ROGERS COMMUNICATIONS INC,2701058,2701058,108.61M,108.61M,NEW,0.4%
67066G104,NVDA,NVIDIA CORPORATION,2265322,880775,275.1M,106.96M,+63.6%,1%
22160N109,CSGP,COSTAR GROUP INC,1261195,1261195,95.14M,95.14M,NEW,0.35%
101137107,BSX,BOSTON SCIENTIFIC CORP,967210,967210,81.05M,81.05M,NEW,0.3%
037833100,AAPL,APPLE INC,4859142,268449,1.13B,62.55M,+5.8%,4.1%
50202M102,LI,LI AUTO INC,2075279,2075279,53.23M,53.23M,NEW,0.19%
75886F107,REGN,REGENERON PHARMACEUTICALS,49870,49870,52.43M,52.43M,NEW,0.19%
79466L302,CRM,SALESFORCE INC,544402,139267,149.01M,38.12M,+34.4%,0.54%
00404A109,ACHC,ACADIA HEALTHCARE COMPANY IN,3701347,464562,234.7M,29.46M,+14.4%,0.86%
37611X209,DNA,GINKGO BIOWORKS HOLDINGS INC,3577128,3577128,29.15M,29.15M,NEW,0.11%
40412C101,HCA,HCA HEALTHCARE INC,698030,43863,283.7M,17.83M,+6.7%,1%
54300N103,LBPH,LONGBOARD PHARMACEUTICALS IN,1969041,310079,65.63M,10.33M,+18.7%,0.24%
532457108,LLY,ELI LILLY & CO,152038,7863,134.7M,6.97M,+5.5%,0.49%
09075V102,BNTX,BIONTECH SE,46294,46294,5.5M,5.5M,NEW,0.02%
687793109,OSCR,OSCAR HEALTH INC,6172132,244094,130.91M,5.18M,+4.1%,0.48%
G7709Q104,RPRX,ROYALTY PHARMA PLC,12094021,123963,342.14M,3.51M,+1%,1.2%
10806X102,BBIO,BRIDGEBIO PHARMA INC,25120991,0,639.58M,0,NO CHANGE,2.3%
00650F109,ADPT,ADAPTIVE BIOTECHNOLOGIES COR,29993708,0,153.57M,0,NO CHANGE,0.56%
N62509109,NAMS,NEWAMSTERDAM PHARMA COMPANY,8024565,0,133.21M,0,NO CHANGE,0.49%
34385P108,LAB,STANDARD BIOTOOLS INC,58651170,0,113.2M,0,NO CHANGE,0.41%
N69605108,PHVS,PHARVARIS N V,3653310,0,67.66M,0,NO CHANGE,0.25%
45258J102,IMVT,IMMUNOVANT INC,2320902,0,66.17M,0,NO CHANGE,0.24%
68622P109,ORIC,ORIC PHARMACEUTICALS INC,4000000,0,41M,0,NO CHANGE,0.15%
28036F105,EWTX,EDGEWISE THERAPEUTICS INC,1481146,0,39.53M,0,NO CHANGE,0.14%
23954D109,DAWN,DAY ONE BIOPHARMACEUTICALS I,2558563,0,35.64M,0,NO CHANGE,0.13%
45720N103,INBX,INHIBRX BIOSCIENCES INC,1787705,0,28M,0,NO CHANGE,0.1%
89532M101,TRVI,TREVI THERAPEUTICS INC,4400000,0,14.7M,0,NO CHANGE,0.05%
713317105,PEPG,PEPGEN INC,1482434,0,12.67M,0,NO CHANGE,0.05%
75120L100,RLYB,RALLYBIO CORP,4194777,0,4.91M,0,NO CHANGE,0.02%
45826H109,ITGR,INTEGER HLDGS CORP,1110517,-1262,144.37M,-164.06K,-0.1%,0.53%
98887Q104,ZLAB,ZAI LAB LTD,1949937,-87437,47.07M,-2.11M,-4.3%,0.17%
80105N105,SNY,SANOFI,0,-326290,0,-15.83M,CLOSE,0%
781154109,RBRK,RUBRIK INC.,0,-897170,0,-27.51M,CLOSE,0%
461202103,INTU,INTUIT,289919,-46075,180.04M,-28.61M,-13.7%,0.66%
50212V100,LPLA,LPL FINL HLDGS INC,0,-130000,0,-36.31M,CLOSE,0%
133131102,CPT,CAMDEN PPTY TR,2959136,-300431,365.54M,-37.11M,-9.2%,1.3%
92686J106,VKTX,VIKING THERAPEUTICS INC,721926,-632524,45.71M,-40.05M,-46.7%,0.17%
00187Y100,APG,API GROUP CORP,25710544,-1321972,848.96M,-43.65M,-4.9%,3.1%
37611X100,DNA.MX,GINKGO BIOWORKS HOLDINGS INC,0,-143085126,0,-47.83M,CLOSE,0%
146869102,CVNA,CARVANA CO,269088,-284533,46.85M,-49.54M,-51.4%,0.17%
35104E100,FDMT,4D MOLECULAR THERAPEUTICS IN,0,-2934914,0,-61.6M,CLOSE,0%
457669307,INSM,INSMED INC,0,-1035970,0,-69.41M,CLOSE,0%
629377508,NRG,NRG ENERGY INC,0,-943457,0,-73.46M,CLOSE,0%
338307101,FIVN,FIVE9 INC,0,-1734414,0,-76.49M,CLOSE,0%
758750103,RRX,REGAL REXNORD CORPORATION,630121,-493042,104.52M,-81.79M,-43.9%,0.38%
58155Q103,MCK,MCKESSON CORP,0,-142169,0,-83.03M,CLOSE,0%
74275K108,PCOR,PROCORE TECHNOLOGIES INC,0,-1374580,0,-91.15M,CLOSE,0%
