CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,61000,54834,7.85M,7.06M,+889.3%,2.9%
136385101,CNQ,CANADIAN NAT RES LTD,110058,55047,3.92M,1.96M,+100.1%,1.5%
30231G102,XOM,EXXON MOBIL CORP,10307,10307,1.17M,1.17M,NEW,0.44%
00162Q452,AMLP,ALPS ETF TR,48221,8885,2.33M,430.19K,+22.6%,0.87%
92189F601,NLR,VANECK ETF TRUST,15565,4605,1.33M,393.77K,+42%,0.5%
78463V107,GLD,SPDR GOLD TR,6882,1675,1.54M,373.74K,+32.2%,0.57%
46428Q109,SLV,ISHARES SILVER TR,36058,12258,1.02M,346.41K,+51.5%,0.38%
464287234,EEM,ISHARES TR,7410,7300,329.82K,324.92K,+6636.4%,0.12%
742718109,PG,PROCTER AND GAMBLE CO,4185,1690,694.42K,280.42K,+67.7%,0.26%
G8994E103,TT,TRANE TECHNOLOGIES PLC,789,789,271.58K,271.58K,NEW,0.1%
03073E105,COR,CENCORA INC,3900,1140,868.14K,253.76K,+41.3%,0.32%
78409V104,SPGI,S&P GLOBAL INC,463,463,220.88K,220.88K,NEW,0.08%
78462F103,SPY,SPDR S&P 500 ETF TR,12009,394,6.7M,219.92K,+3.4%,2.5%
032654105,ADI,ANALOG DEVICES INC,907,907,214.45K,214.45K,NEW,0.08%
494368103,KMB,KIMBERLY-CLARK CORP,1500,1500,211.53K,211.53K,NEW,0.08%
03769M106,APO,APOLLO GLOBAL MGMT INC,1729,1729,208.41K,208.41K,NEW,0.08%
69374H857,CALF,PACER FDS TR,61555,4478,2.73M,198.44K,+7.8%,1%
40170T106,GUG,GUGGENHEIM ACTIVE ALLOC FD,11264,11264,173.88K,173.88K,NEW,0.07%
46625H100,JPM,JPMORGAN CHASE & CO.,11486,840,2.37M,172.98K,+7.9%,0.88%
46090E103,QQQ,INVESCO QQQ TR,27176,347,13.44M,171.55K,+1.3%,5%
G29183103,ETN,EATON CORP PLC,9835,474,3.24M,156.28K,+5.1%,1.2%
46137V571,PGJ,INVESCO EXCHANGE TRADED FD T,8885,5885,212.17K,140.53K,+196.2%,0.08%
023135106,AMZN,AMAZON COM INC,11900,720,2.32M,140.13K,+6.4%,0.87%
032108664,HACK,AMPLIFY ETF TR,21230,2040,1.39M,133.21K,+10.6%,0.52%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,6916,310,2.91M,130.29K,+4.7%,1.1%
78433H303,SPYI,NEOS ETF TRUST,2500,2500,127.65K,127.65K,NEW,0.05%
65339F101,NEE,NEXTERA ENERGY INC,8015,1643,607.28K,124.49K,+25.8%,0.23%
37954Y871,URA,GLOBAL X FDS,26625,3630,830.52K,113.23K,+15.8%,0.31%
46137V845,PRN,INVESCO EXCHANGE TRADED FD T,775,775,107.53K,107.53K,NEW,0.04%
81369Y407,XLY,SELECT SECTOR SPDR TR,810,500,155.11K,95.75K,+161.3%,0.06%
713448108,PEP,PEPSICO INC,1708,528,281.97K,87.17K,+44.7%,0.11%
92826C839,V,VISA INC,6507,323,1.72M,85.45K,+5.2%,0.64%
13321L108,CCJ,CAMECO CORP,6870,1550,363.22K,81.95K,+29.1%,0.14%
78433H501,CSHI,NEOS ETF TRUST,1500,1500,74.81K,74.81K,NEW,0.03%
760759100,RSG,REPUBLIC SVCS INC,3163,371,632.49K,74.19K,+13.3%,0.24%
33733E302,FDN,FIRST TR EXCHANGE-TRADED FD,15708,350,3.21M,71.53K,+2.3%,1.2%
46137V100,PPA,INVESCO EXCHANGE TRADED FD T,11069,665,1.16M,69.45K,+6.4%,0.43%
46138G508,BKLN,INVESCO EXCH TRADED FD TR II,3200,3200,67.68K,67.68K,NEW,0.03%
184496107,CLH,CLEAN HARBORS INC,4386,296,995.59K,67.19K,+7.2%,0.37%
37954Y632,AIQ,GLOBAL X FDS,4400,1800,161.83K,66.2K,+69.2%,0.06%
81369Y803,XLK,SELECT SECTOR SPDR TR,635,250,148.46K,58.45K,+64.9%,0.06%
37954Y673,PAVE,GLOBAL X FDS,42778,1448,1.63M,55.09K,+3.5%,0.61%
46137V142,PHO,INVESCO EXCHANGE TRADED FD T,750,750,50.35K,50.35K,NEW,0.02%
78464A409,SPYG,SPDR SER TR,2455,600,203.41K,49.71K,+32.3%,0.08%
101137107,BSX,BOSTON SCIENTIFIC CORP,6711,630,518.18K,48.64K,+10.4%,0.19%
594918104,MSFT,MICROSOFT CORP,28181,105,12.79M,47.64K,+0.4%,4.8%
22160K105,COST,COSTCO WHSL CORP NEW,360,55,304.57K,46.53K,+18%,0.11%
539830109,LMT,LOCKHEED MARTIN CORP,1150,100,532.28K,46.29K,+9.5%,0.2%
91913Y100,VLO,VALERO ENERGY CORP,12835,310,1.9M,45.84K,+2.5%,0.71%
11133T103,BR,BROADRIDGE FINL SOLUTIONS IN,3655,200,749.62K,41.02K,+5.8%,0.28%
254687106,DIS,DISNEY WALT CO,2400,400,232.9K,38.82K,+20%,0.09%
45866F104,ICE,INTERCONTINENTAL EXCHANGE IN,7894,260,1.17M,38.46K,+3.4%,0.44%
02079K107,GOOG,ALPHABET INC,930,200,174.07K,37.43K,+27.4%,0.07%
78463X889,SPDW,SPDR INDEX SHS FDS,31871,969,1.16M,35.32K,+3.1%,0.43%
464288687,PFF,ISHARES TR,1000,1000,31.97K,31.97K,NEW,0.01%
46138E370,SPHB,INVESCO EXCH TRADED FD TR II,2900,348,256.46K,30.78K,+13.6%,0.1%
02079K305,GOOGL,ALPHABET INC,14821,165,2.74M,30.56K,+1.1%,1%
682680103,OKE,ONEOK INC NEW,36850,350,3.11M,29.52K,+1%,1.2%
037833100,AAPL,APPLE INC,31346,123,7.21M,28.29K,+0.4%,2.7%
L64875104,MLEC,MOOLEC SCIENCE SA,25000,25000,25.5K,25.5K,NEW,<.01%
46429B655,FLOT,ISHARES TR,13861,500,706.5K,25.49K,+3.7%,0.26%
422806109,HEI,HEICO CORP NEW,2800,100,633.58K,22.63K,+3.7%,0.24%
00287Y109,ABBV,ABBVIE INC,13445,123,2.29M,20.93K,+0.9%,0.86%
464287374,IGE,ISHARES TR,400,400,17.88K,17.88K,NEW,<.01%
H1467J104,CB,CHUBB LIMITED,4117,69,1.06M,17.82K,+1.7%,0.4%
48251W104,KKR,KKR & CO INC,4650,150,514.94K,16.61K,+3.3%,0.19%
56585A102,MPC,MARATHON PETE CORP,23454,94,3.88M,15.54K,+0.4%,1.4%
78463X509,SPEM,SPDR INDEX SHS FDS,350,350,13.72K,13.72K,NEW,<.01%
316500107,FDUS,FIDUS INVT CORP,88054,598,1.74M,11.79K,+0.7%,0.65%
