CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
03831W108,APP,Applovin Corp Cl A,133900,133900,9.27M,9.27M,NEW,11.4%
G29183103,ETN,Eaton Corp Plc,20000,20000,6.25M,6.25M,NEW,7.7%
G6683N103,NU,Nu Holdings Ltd Cl A Ads,220791,185072,2.63M,2.21M,+518.1%,3.2%
872657101,TPG,T P G Inc Cl A,46103,46103,2.06M,2.06M,NEW,2.5%
647581206,EDU,New Orientl Edu&Tech Ads,20503,10283,1.78M,892.73K,+100.6%,2.2%
148929102,CAVA,Cava Group Inc,9425,9425,660K,660K,NEW,0.81%
852234103,XYZ,Block Inc Cl A,6782,6782,574K,574K,NEW,0.71%
315948109,FBTC,FidelityWiseOrgnBtcnBnIt,7000,7000,434K,434K,NEW,0.54%
05464C101,AXON,Axon Enterprise Inc,4336,1334,1.36M,417.49K,+44.4%,1.7%
22788C105,CRWD,Crowdstrike Holdings A,2069,931,663K,298.33K,+81.8%,0.82%
82489T104,SWAV,Shockwave Medical Inc,825,825,269K,269K,NEW,0.33%
26142V105,DKNG,Draftkings Inc Cl A,5545,5545,252K,252K,NEW,0.31%
M7S64H106,MNDY,monday.com Ltd,1104,1104,249K,249K,NEW,0.31%
59001A102,MTH,Meritage Homes Corp,1365,1365,240K,240K,NEW,0.3%
45674M101,INFA,Informatica Inc Cl A,6445,6445,226K,226K,NEW,0.28%
143658300,CCL,Carnival Corporation,13800,13800,225K,225K,NEW,0.28%
185899101,CLF,Cleveland-Cliffs Inc,9800,9800,223K,223K,NEW,0.28%
099502106,BAH,Booz Allen Hamilton Cl A,1446,1446,215K,215K,NEW,0.27%
922280102,VRNS,Varonis Systems Inc,4555,4555,215K,215K,NEW,0.27%
19260Q107,COIN,Coinbase Global Inc Cl A,3968,779,1.05M,206.53K,+24.4%,1.3%
913903100,UHS,Universal Health Svcs B,1101,1101,201K,201K,NEW,0.25%
302520101,FNB,F N B Corp,12442,12442,175K,175K,NEW,0.22%
64125C109,NBIX,Neurocrine Biosciences,1810,275,250K,37.98K,+17.9%,0.31%
688239201,OSK,Oshkosh Corporation,2370,160,296K,19.98K,+7.2%,0.37%
25809K105,DASH,Doordash Inc Cl A,8877,-30,1.22M,-4.13K,-0.3%,1.5%
58506Q109,MEDP,Medpace Holdings Inc,551,-144,223K,-58.28K,-20.7%,0.28%
92537N108,VRT,Vertiv Holdings Llc,117550,-1634,9.6M,-133.44K,-1.4%,11.8%
67059N108,NTNX,Nutanix Inc Class A,10225,-2450,631K,-151.19K,-19.3%,0.78%
G3730V105,FTAI,FTAI Aviation Ltd,5347,-2710,360K,-182.46K,-33.6%,0.44%
441593100,HLI,Houlihan Lokey Inc Cl A,0,-1728,0,-207K,CLOSE,0%
