CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67066G104,NVDA,NVIDIA CORPORATION,1002179,681585,905.53M,615.85M,+212.6%,31.5%
594972408,MSTR,MICROSTRATEGY INC,100271,100271,170.92M,170.92M,NEW,5.9%
30303M102,META,META PLATFORMS INC,251973,251973,122.35M,122.35M,NEW,4.3%
46090E103,QQQ,INVESCO QQQ TR,241877,241877,107.4M,107.4M,NEW,3.7%
023135106,AMZN,AMAZON COM INC,390597,390597,70.46M,70.46M,NEW,2.5%
007903107,AMD,ADVANCED MICRO DEVICES INC,405342,369905,73.16M,66.76M,+1043.8%,2.5%
25459W862,SPXL,DIREXION SHS ETF TR,401057,401057,53.75M,53.75M,NEW,1.9%
042068205,ARM,ARM HOLDINGS PLC,408597,408597,51.07M,51.07M,NEW,1.8%
09857L108,BKNG,BOOKING HOLDINGS INC,10153,10153,36.83M,36.83M,NEW,1.3%
722304102,PDD,PDD HOLDINGS INC,310275,310275,36.07M,36.07M,NEW,1.3%
097023105,BA,BOEING CO,226829,164155,43.78M,31.68M,+261.9%,1.5%
369604301,GE,GENERAL ELECTRIC CO,168565,168565,29.59M,29.59M,NEW,1%
315948109,FBTC,FIDELITY WISE ORIGIN BITCOIN,368882,368882,22.89M,22.89M,NEW,0.8%
09174C104,BITB,BITWISE BITCOIN ETF TR,530348,530348,20.53M,20.53M,NEW,0.71%
78468R663,BIL,SPDR SER TR,193720,193720,17.78M,17.78M,NEW,0.62%
833445109,SNOW,SNOWFLAKE INC,101230,85415,16.36M,13.8M,+540.1%,0.57%
464287200,IVV,ISHARES TR,24803,24803,13.04M,13.04M,NEW,0.45%
594918104,MSFT,MICROSOFT CORP,106846,30111,44.95M,12.67M,+39.2%,1.6%
056752108,BIDU,BAIDU INC,269737,120062,28.4M,12.64M,+80.2%,0.99%
19260Q107,COIN,COINBASE GLOBAL INC,46505,46505,12.33M,12.33M,NEW,0.43%
92189F676,SMH,VANECK ETF TRUST,54010,54010,12.15M,12.15M,NEW,0.42%
25460E232,TZA,DIREXION SHS ETF TR,752442,689657,12.63M,11.58M,+1098.4%,0.44%
037833100,AAPL,APPLE INC,67483,67483,11.57M,11.57M,NEW,0.4%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,82655,82655,11.25M,11.25M,NEW,0.39%
92189K105,HODL,VANECK BITCOIN TR,133252,133252,10.71M,10.71M,NEW,0.37%
74347G440,BITO,PROSHARES TR,329456,329456,10.64M,10.64M,NEW,0.37%
674599105,OXY,OCCIDENTAL PETE CORP,142356,142356,9.25M,9.25M,NEW,0.32%
74347B714,PSQ,PROSHARES TR,1044607,1044607,9.15M,9.15M,NEW,0.32%
550021109,LULU,LULULEMON ATHLETICA INC,20998,20998,8.2M,8.2M,NEW,0.29%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,25139,25139,8.06M,8.06M,NEW,0.28%
46144X867,TSLQ,INVESTMENT MANAGERS SER TR I,203632,203632,7.81M,7.81M,NEW,0.27%
595112103,MU,MICRON TECHNOLOGY INC,77668,65171,9.16M,7.68M,+521.5%,0.32%
82509L107,SHOP,SHOPIFY INC,85013,85013,6.56M,6.56M,NEW,0.23%
46091J101,BTCO,INVESCO GALAXY BITCOIN ETF,91170,91170,6.47M,6.47M,NEW,0.23%
79466L302,CRM,SALESFORCE INC,21297,21297,6.41M,6.41M,NEW,0.22%
143658300,CCL,CARNIVAL CORP,376859,376859,6.16M,6.16M,NEW,0.21%
16119P108,CHTR,CHARTER COMMUNICATIONS INC N,20157,20157,5.86M,5.86M,NEW,0.2%
458140100,INTC,INTEL CORP,131112,131112,5.79M,5.79M,NEW,0.2%
38747R827,NVDL,GRANITESHARES ETF TR,138636,138636,5.75M,5.75M,NEW,0.2%
912318409,UNG,UNITED STS NAT GAS FD LP,390797,390797,5.69M,5.69M,NEW,0.2%
464287465,EFA,ISHARES TR,91174,68963,7.28M,5.51M,+310.5%,0.25%
46137V357,RSP,INVESCO EXCHANGE TRADED FD T,31069,31069,5.26M,5.26M,NEW,0.18%
46144X420,NVDS,INVESTMENT MANAGERS SER TR I,380690,380690,4.87M,4.87M,NEW,0.17%
24703L202,DELL,DELL TECHNOLOGIES INC,42356,42356,4.83M,4.83M,NEW,0.17%
46137V258,RPV,INVESCO EXCHANGE TRADED FD T,53334,53334,4.72M,4.72M,NEW,0.16%
756109104,O,REALTY INCOME CORP,85973,85973,4.65M,4.65M,NEW,0.16%
835699307,SONY,SONY GROUP CORP,50552,50552,4.33M,4.33M,NEW,0.15%
46137V167,RZV,INVESCO EXCHANGE TRADED FD T,38211,38211,4.11M,4.11M,NEW,0.14%
74347G432,,PROSHARES TR,1291481,390730,13.53M,4.09M,+43.4%,0.47%
020764106,AMR,ALPHA METALLURGICAL RESOUR I,12325,12325,4.08M,4.08M,NEW,0.14%
872590104,TMUS,T-MOBILE US INC,24437,24437,3.99M,3.99M,NEW,0.14%
26923N827,TSLZ,ETF OPPORTUNITIES TRUST,100534,100534,3.99M,3.99M,NEW,0.14%
70432V102,PAYC,PAYCOM SOFTWARE INC,19737,19737,3.93M,3.93M,NEW,0.14%
977852102,WOLF,WOLFSPEED INC,132837,132837,3.92M,3.92M,NEW,0.14%
91167Q100,BNO,UNITED STS BRENT OIL FD LP,157063,120840,5.01M,3.86M,+333.6%,0.17%
697435105,PANW,PALO ALTO NETWORKS INC,13383,13383,3.8M,3.8M,NEW,0.13%
83406F102,SOFI,SOFI TECHNOLOGIES INC,494640,494640,3.61M,3.61M,NEW,0.13%
46429B671,MCHI,ISHARES TR,90065,90065,3.58M,3.58M,NEW,0.12%
370334104,GIS,GENERAL MLS INC,49549,49549,3.47M,3.47M,NEW,0.12%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,18065,18065,3.45M,3.45M,NEW,0.12%
067901108,B,BARRICK GOLD CORP,199038,199038,3.31M,3.31M,NEW,0.12%
934423104,WBD,WARNER BROS DISCOVERY INC,443245,370568,3.87M,3.24M,+509.9%,0.13%
62914V106,NIO,NIO INC,2840276,707160,12.78M,3.18M,+33.2%,0.44%
46137Y401,CZA,INVESCO EXCHANGE TRADED FD T,31176,31176,3.17M,3.17M,NEW,0.11%
G85158106,STNE,STONECO LTD,189648,189648,3.15M,3.15M,NEW,0.11%
90138F102,TWLO,TWILIO INC,50652,50652,3.1M,3.1M,NEW,0.11%
040413106,,ARISTA NETWORKS INC,10562,10562,3.06M,3.06M,NEW,0.11%
83304A106,SNAP,SNAP INC,265215,265215,3.04M,3.04M,NEW,0.11%
466313103,JBL,JABIL INC,22628,22628,3.03M,3.03M,NEW,0.11%
464287507,IJH,ISHARES TR,47321,47321,2.87M,2.87M,NEW,0.1%
98980G102,ZS,ZSCALER INC,13842,13842,2.67M,2.67M,NEW,0.09%
91916J100,BRRR,VALKYRIE BITCOIN FD,132417,132417,2.67M,2.67M,NEW,0.09%
682189105,ON,ON SEMICONDUCTOR CORP,36147,36147,2.66M,2.66M,NEW,0.09%
