CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
64110L106,NFLX,NETFLIX INC,613000,613000,372.29M,372.29M,NEW,9.9%
285512109,EA,ELECTRONIC ARTS INC,1425000,1425000,189.05M,189.05M,NEW,5%
03831W108,APP,APPLOVIN CORP,3890567,2525240,269.31M,174.8M,+185%,7.2%
256163106,DOCU,DOCUSIGN INC,3417908,2597489,203.54M,154.68M,+316.6%,5.4%
268150109,DT,DYNATRACE INC,2879000,2879000,133.7M,133.7M,NEW,3.6%
N07059210,ASML,ASML HOLDING N V,117000,117000,113.54M,113.54M,NEW,3%
11135F101,AVGO,BROADCOM INC,84000,84000,111.33M,111.33M,NEW,3%
G8068L108,SN,SHARKNINJA INC,1000300,1000300,62.31M,62.31M,NEW,1.7%
25862V105,DV,DOUBLEVERIFY HLDGS INC,1524000,1524000,53.58M,53.58M,NEW,1.4%
45674M101,INFA,INFORMATICA INC,1487000,1487000,52.05M,52.05M,NEW,1.4%
79466L302,CRM,SALESFORCE INC,352000,113000,106.02M,34.03M,+47.3%,2.8%
418100103,HCP,HASHICORP INC,3338951,1161600,89.98M,31.31M,+53.3%,2.4%
67059N108,NTNX,NUTANIX INC,3988923,462000,246.2M,28.51M,+13.1%,6.6%
58733R102,MELI,MERCADOLIBRE INC,17384,17384,26.28M,26.28M,NEW,0.7%
85209W109,SPT,SPROUT SOCIAL INC,374000,374000,22.33M,22.33M,NEW,0.6%
17243V102,CNK,CINEMARK HLDGS INC,889000,889000,15.98M,15.98M,NEW,0.43%
531229755,FWONK,LIBERTY MEDIA CORP DEL,1715513,179513,112.54M,11.78M,+11.7%,3%
88339J105,TTD,THE TRADE DESK INC,2419355,100000,211.5M,8.74M,+4.3%,5.6%
911684108,AD,UNITED STATES CELLULAR CORP,1592792,184000,58.14M,6.72M,+13.1%,1.6%
558256103,MSGE,MADISON SQUARE GARDEN ENTMT,2465724,162000,96.68M,6.35M,+7%,2.6%
771049103,RBLX,ROBLOX CORP,3146686,162611,120.14M,6.21M,+5.4%,3.2%
55826T102,SPHR,SPHERE ENTERTAINMENT CO,2542865,106651,124.8M,5.23M,+4.4%,3.3%
212873111,CNXXW,CONX CORP,1000000,0,199.9K,0,NO CHANGE,<.01%
26142V105,DKNG,DRAFTKINGS INC NEW,4995153,-4847,226.83M,-220.1K,-0.1%,6.1%
538034109,LYV,LIVE NATION ENTERTAINMENT IN,1340000,-160000,141.73M,-16.92M,-10.7%,3.8%
535919401,LGFA,LIONS GATE ENTMNT CORP,0,-2505000,0,-27.3M,CLOSE,0%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,429743,-104309,133.77M,-32.47M,-19.5%,3.6%
63947X101,NCNO,NCINO INC,0,-1099000,0,-36.96M,CLOSE,0%
92537N108,VRT,VERTIV HOLDINGS CO,0,-1093261,0,-52.51M,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,254079,-65000,229.58M,-58.73M,-20.4%,6.1%
20717M103,CFLT,CONFLUENT INC,0,-3353690,0,-78.48M,CLOSE,0%
02079K305,GOOGL,ALPHABET INC,0,-880000,0,-122.93M,CLOSE,0%
02156B103,AYX,ALTERYX INC,0,-2615056,0,-123.33M,CLOSE,0%
30303M102,META,META PLATFORMS INC,462858,-286000,224.75M,-138.88M,-38.2%,6%
49177J102,KVUE,KENVUE INC,0,-6827815,0,-147M,CLOSE,0%
848637104,,SPLUNK INC,0,-1394000,0,-212.38M,CLOSE,0%
00971T101,AKAM,AKAMAI TECHNOLOGIES INC,0,-2395062,0,-283.46M,CLOSE,0%
872590104,TMUS,T-MOBILE US INC,0,-1846135,0,-295.99M,CLOSE,0%
Total,,,,,3.75B,-6.73M,-0.2%,100%
