CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
46090E103,QQQ,INVESCO QQQ TR,164067,164067,43.69M,43.69M,NEW,35.1%
023135106,AMZN,AMAZON COM INC,140000,64700,11.76M,5.43M,+85.9%,9.4%
594918104,MSFT,MICROSOFT CORP,36250,21500,8.69M,5.16M,+145.8%,7%
82452J109,FOUR,SHIFT4 PMTS INC,130883,81601,7.32M,4.56M,+165.6%,5.9%
92537N108,VRT,VERTIV HOLDINGS LLC,413978,328978,5.66M,4.49M,+387%,4.5%
70450Y103,PYPL,PAYPAL HOLDINGS INC,78219,51219,5.57M,3.65M,+189.7%,4.5%
30303M102,META,META PLATFORMS INC,36565,26565,4.4M,3.2M,+265.6%,3.5%
81762P102,NOW,SERVICE NOW INC,13032,6832,5.06M,2.65M,+110.2%,4.1%
254687106,DIS,DISNEY WALT CO,30000,27750,2.61M,2.41M,+1233.3%,2.1%
23804L103,DDOG,DATADOG INC,30000,30000,2.21M,2.21M,NEW,1.8%
007903107,AMD,ADVANCED MICRO DEVICES INC,33400,33400,2.16M,2.16M,NEW,1.7%
833445109,SNOW,SNOWFLAKE INC,15001,15001,2.15M,2.15M,NEW,1.7%
070830104,BBWI,BATH & BODY WORKS INC,50000,50000,2.11M,2.11M,NEW,1.7%
02079K305,GOOGL,ALPHABET INC,21000,21000,1.85M,1.85M,NEW,1.5%
464286400,EWZ,ISHARES INC,20000,20000,559K,559K,NEW,0.45%
57636Q104,MA,MASTERCARD INC,3100,100,1.08M,34.77K,+3.3%,0.87%
235851102,DHR,DANAHER CORPORATION,5600,0,1.49M,0,NO CHANGE,1.2%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,1550,0,854K,0,NO CHANGE,0.69%
60471A119,,MIRION TECHNOLOGIES INC,701820,0,786K,0,NO CHANGE,0.63%
872590104,TMUS,T-MOBILE US INC,5000,0,700K,0,NO CHANGE,0.56%
46266C105,IQV,IQVIA HLDGS INC,3342,0,685K,0,NO CHANGE,0.55%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES INC,3650,0,624K,0,NO CHANGE,0.5%
75513E101,RTX,RAYTHEON TECHNOLOGIES CORP,5000,0,505K,0,NO CHANGE,0.41%
40415F101,HDB,HDFC BANK LTD,6500,0,445K,0,NO CHANGE,0.36%
051774115,AUROW,AURORA INNOVATION INC,11494,0,1K,0,NO CHANGE,<.01%
80359A114,PDYNW,SARCOS TECHN AND ROBOTICS CO,20407,0,1K,0,NO CHANGE,<.01%
G21810109,CLVT,CLARVIATE ANALYTICS PLC,0,-17355,0,-163K,CLOSE,0%
67079A102,,NUVEI CORPORATION,0,-10000,0,-271K,CLOSE,0%
47103N106,JBI,JANUS INTERNATIONAL GROUP IN,776682,-93496,7.39M,-890.08K,-10.7%,5.9%
60471A101,MIR,MIRION TECHNOLOGIES INC,633701,-169646,4.19M,-1.12M,-21.1%,3.4%
Total,,,,,124.54M,83.87M,+198.8%,100%
