CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
256746108,DLTR,DOLLAR TREE INC,3426738,1395300,548.79M,223.46M,+68.7%,1%
78409V104,SPGI,S&P GLOBAL INC,439820,439820,180.41M,180.41M,NEW,0.34%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,793290,572400,207.03M,149.38M,+259.1%,0.39%
780259305,SHEL,SHELL PLC,2660000,2660000,146.11M,146.11M,NEW,0.28%
122017106,BURL,BURLINGTON STORES INC,2325860,795129,423.7M,144.85M,+51.9%,0.8%
00507V109,ATVI,ACTIVISION BLIZZARD INC,2453874,1623865,196.58M,130.09M,+195.6%,0.37%
007903107,AMD,ADVANCED MICRO DEVICES INC,1682094,1023860,183.92M,111.95M,+155.5%,0.35%
69351T106,PPL,PPL CORP,3083900,3083900,88.08M,88.08M,NEW,0.17%
45337C102,INCY,INCYTE CORP,1592809,1097700,126.5M,87.18M,+221.7%,0.24%
22822V101,CCI,CROWN CASTLE INTL CORP NEW,451360,415800,83.32M,76.76M,+1169.3%,0.16%
291011104,EMR,EMERSON ELEC CO,1676866,779861,164.42M,76.47M,+86.9%,0.31%
85205L107,SWTX,SPRINGWORKS THERAPEUTICS INC,1875666,1299214,105.86M,73.33M,+225.4%,0.2%
666807102,NOC,NORTHROP GRUMMAN CORP,152679,148922,68.28M,66.6M,+3963.9%,0.13%
438516106,HON,HONEYWELL INTL INC,788053,319238,153.34M,62.12M,+68.1%,0.29%
02079K107,GOOG,ALPHABET INC,290111,21800,810.28M,60.89M,+8.1%,1.5%
571748102,MRSH,MARSH & MCLENNAN COS INC,852261,354200,145.24M,60.36M,+71.1%,0.28%
92886T201,VG,VONAGE HLDGS CORP,2709371,2709371,54.97M,54.97M,NEW,0.1%
844741108,LUV,SOUTHWEST AIRLS CO,1825270,1194493,83.6M,54.71M,+189.4%,0.16%
78486Q101,SVBT,SVB FINANCIAL GROUP,173178,92639,96.88M,51.83M,+115%,0.18%
067901108,B,BARRICK GOLD CORP,6600000,2100000,161.9M,51.51M,+46.7%,0.31%
69047Q102,OVV,OVINTIV INC,1641206,920000,88.74M,49.74M,+127.6%,0.17%
512807108,LRCX.MX,LAM RESEARCH CORP,378470,85600,203.47M,46.02M,+29.2%,0.39%
879369106,TFX,TELEFLEX INCORPORATED,138905,129000,49.29M,45.77M,+1302.4%,0.09%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,1816034,129565,640.9M,45.72M,+7.7%,1.2%
92343V104,VZ,VERIZON COMMUNICATIONS INC,3958672,896900,201.66M,45.69M,+29.3%,0.38%
69349H107,TXNM,PNM RES INC,950000,950000,45.29M,45.29M,NEW,0.09%
254687106,DIS,DISNEY WALT CO,1901125,329800,260.76M,45.24M,+21%,0.5%
172755100,CRUS,CIRRUS LOGIC INC,525000,525000,44.52M,44.52M,NEW,0.08%
H1467J104,CB,CHUBB LIMITED,924783,205800,197.81M,44.02M,+28.6%,0.38%
29364G103,ETR,ENTERGY CORP NEW,534902,375700,62.45M,43.86M,+236%,0.12%
311900104,FAST,FASTENAL CO,742570,733100,44.11M,43.55M,+7741.3%,0.08%
315616102,FFIV,F5 INC,344900,201100,72.07M,42.02M,+139.8%,0.14%
773903109,ROK,ROCKWELL AUTOMATION INC,155681,146903,43.59M,41.14M,+1673.5%,0.08%
04247X102,AWI,ARMSTRONG WORLD INDS INC NEW,650000,450000,58.51M,40.5M,+225%,0.11%
22052L104,CTVA,CORTEVA INC,1459137,682400,83.87M,39.22M,+87.9%,0.16%
478160104,JNJ,JOHNSON & JOHNSON,2108595,220700,373.71M,39.11M,+11.7%,0.71%
98462Y100,,YAMANA GOLD INC,7000000,7000000,39.06M,39.06M,NEW,0.07%
G02602103,DOX,AMDOCS LTD,475000,475000,39.05M,39.05M,NEW,0.07%
26614N102,DD,DUPONT DE NEMOURS INC,1075988,523887,79.17M,38.55M,+94.9%,0.15%
00287Y109,ABBV,ABBVIE INC,2221071,237200,360.06M,38.45M,+12%,0.68%
418056107,HAS,HASBRO INC,498147,459975,40.81M,37.68M,+1205%,0.08%
320517105,FHN,FIRST HORIZON CORPORATION,1600000,1600000,37.58M,37.58M,NEW,0.07%
46116X101,ITCI,INTRA-CELLULAR THERAPIES INC,850000,600000,52.01M,36.71M,+240%,0.1%
17240Y109,,CINCOR PHARMA INC,2089013,2089013,36.64M,36.64M,NEW,0.07%
525327102,LDOS,LEIDOS HOLDINGS INC,403909,339094,43.63M,36.63M,+523.2%,0.08%
531229607,,LIBERTY MEDIA CORP DEL,800000,800000,36.58M,36.58M,NEW,0.07%
67077M108,NTR,NUTRIEN LTD,2050000,350000,213.18M,36.4M,+20.6%,0.4%
21037T109,CEG,CONSTELLATION ENERGY CORP,640977,640977,36.05M,36.05M,NEW,0.07%
44157R109,,HOUGHTON MIFFLIN HARCOURT CO,1700000,1700000,35.72M,35.72M,NEW,0.07%
48576A100,KRTX,KARUNA THERAPEUTICS INC,400000,281406,50.72M,35.68M,+237.3%,0.1%
53229C107,LSPD,LIGHTSPEED COMMERCE INC,2633244,1160716,80.23M,35.37M,+78.8%,0.15%
209115104,ED,CONSOLIDATED EDISON INC,369444,369444,34.98M,34.98M,NEW,0.07%
125269100,CF,CF INDS HLDGS INC,873922,336012,90.07M,34.63M,+62.5%,0.17%
539830109,LMT,LOCKHEED MARTIN CORP,361577,77215,159.6M,34.08M,+27.2%,0.3%
34959J108,FTV,FORTIVE CORP,3763944,541512,229.34M,32.99M,+16.8%,0.44%
98986T108,,ZYNGA INC,3550000,3550000,32.8M,32.8M,NEW,0.06%
26441C204,DUK,DUKE ENERGY CORP NEW,803213,293500,89.69M,32.77M,+57.6%,0.17%
718546104,PSX,PHILLIPS 66,648501,372000,56.02M,32.14M,+134.5%,0.11%
30040W108,ES,EVERSOURCE ENERGY,359034,359034,31.66M,31.66M,NEW,0.06%
363576109,AJG,GALLAGHER ARTHUR J & CO,1147703,176800,200.39M,30.87M,+18.2%,0.38%
001055102,AFL,AFLAC INC,626474,477900,40.34M,30.77M,+321.7%,0.08%
101137107,BSX,BOSTON SCIENTIFIC CORP,1988016,669600,88.05M,29.66M,+50.8%,0.17%
