CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
82452J109,FOUR,SHIFT4 PAYMENTS INC,415980,415980,25.76M,25.76M,NEW,0.98%
695127100,PCRX,PACIRA BIOSCIENCES INC,305048,305048,23.28M,23.28M,NEW,0.89%
576485205,MTDR,MATADOR RESOURCES CO,432968,432968,22.94M,22.94M,NEW,0.87%
232109108,CUTRQ,CUTERA INC,279035,279035,19.25M,19.25M,NEW,0.73%
144285103,CRS,CARPENTER TECHNOLOGY CORP,457771,448531,19.22M,18.83M,+4854.2%,0.73%
405024100,HAE,HAEMONETICS CORPORATION,267548,267548,16.91M,16.91M,NEW,0.64%
902104108,,II-VI INC,187877,186971,13.62M,13.55M,+20637%,0.52%
896288107,TNET,TRINET GROUP IN,418037,136683,41.12M,13.44M,+48.6%,1.6%
50077B207,KTOS,KRATOS DEFENSE AND SECURITY,1717142,587960,35.17M,12.04M,+52.1%,1.3%
92854T100,SEAT,VIVID SEATS INC,1073320,1073320,11.87M,11.87M,NEW,0.45%
256086109,DCGO,DOCGO INC,1324787,1260697,12.25M,11.66M,+1967.1%,0.47%
G037AX101,AMBA,AMBARELLA INC,96169,96169,10.09M,10.09M,NEW,0.38%
89455T109,TMCI,TREACE MEDICAL CONCEPTS INC,872279,493351,16.5M,9.33M,+130.2%,0.63%
63845R107,EYE,NATIONAL VISION HOLDINGS,777948,182117,33.9M,7.93M,+30.6%,1.3%
16115Q308,GTLS,CHART INDS INC,370169,44916,63.58M,7.72M,+13.8%,2.4%
00182C103,ANIP,ANI PHARMACEUTICALS INC,354045,271101,9.95M,7.62M,+326.8%,0.38%
G11196105,2VN.F,BIOHAVEN PHARMACEUTICAL HOLDINGS,316386,59686,37.51M,7.08M,+23.3%,1.4%
866683105,SNCY,SUN COUNTRY AIRLINES HOLDING,755103,228140,19.77M,5.97M,+43.3%,0.75%
922280102,VRNS,VARONIS SYSTEMS INC,967427,124167,45.99M,5.9M,+14.7%,1.8%
23204G100,CUBI,CUSTOMERS BANCORP INC,445898,112262,23.25M,5.85M,+33.6%,0.89%
89679E300,TFIN,TRIUMPH BANCORP,251972,57386,23.69M,5.4M,+29.5%,0.9%
45826H109,ITGR,INTEGER HOLDINGS CORP,312855,66726,25.21M,5.38M,+27.1%,0.96%
02361E108,AMRC,AMERESCO INC,200824,67572,15.97M,5.37M,+50.7%,0.61%
00BLD13F2,,CREDO TECHNOLOGY GROUP HOLDINGS,352443,352443,5.37M,5.37M,NEW,0.2%
753422104,RPD,RAPID7 INC,561131,46904,62.42M,5.22M,+9.1%,2.4%
88162F105,TTI,TETRA TECHNOLOGIES,1420343,1132499,5.84M,4.65M,+393.4%,0.22%
04041L106,WES,ARIS WATER SOLUTION INC,836624,252544,15.23M,4.6M,+43.2%,0.58%
19459J104,COLL,COLLEGIUM PHARMACEUTICAL INC,800118,225281,16.29M,4.59M,+39.2%,0.62%
358039105,FRPT,FRESHPET INC,423401,43621,43.46M,4.48M,+11.5%,1.7%
69478X105,PPBI,PACIFIC PREMIER BANCORP,1089625,125435,38.52M,4.43M,+13%,1.5%
171484108,CHDN,CHURCHILL DOWNS INC,219284,19745,48.63M,4.38M,+9.9%,1.9%
69753M105,PLMR,PALOMAR HOLDINGS INC,511452,68064,32.73M,4.36M,+15.4%,1.2%
92839U206,VC,VISTEON CORP,277399,39004,30.27M,4.26M,+16.4%,1.2%
466367109,JACK,JACK IN THE BOX INC,388154,45555,36.26M,4.26M,+13.3%,1.4%
42704L104,HRI,HERC HOLDINGS INC,141995,25271,23.73M,4.22M,+21.7%,0.9%
81282V100,PRKS,SEAWORLD ENTERTAINMENT,691462,52529,51.47M,3.91M,+8.2%,2%
78781P105,SAIL,SAILPOINT TECHNOLOGIES HOLDINGS,763223,76375,39.06M,3.91M,+11.1%,1.5%
72341T103,,PING IDENTITY HOLDING CORP,834983,141296,22.9M,3.88M,+20.4%,0.87%
71375U101,PRFT,PERFICIENT INC,411038,35042,45.25M,3.86M,+9.3%,1.7%
82900L102,SMPL,SIMPLY GOOD FOODS CO,1239383,99594,47.03M,3.78M,+8.7%,1.8%
31846B108,FA,FIRST ADVANTAGE CORP,1193513,177927,24.1M,3.59M,+17.5%,0.92%
589889104,MMSI,MERIT MED SYS INC,558371,52020,37.14M,3.46M,+10.3%,1.4%
30034T103,EVRI,EVERI HOLDINGS INC,2033569,163229,42.7M,3.43M,+8.7%,1.6%
72703H101,PLNT,PLANET FITNESS INC,361025,39147,30.5M,3.31M,+12.2%,1.2%
60786M105,MC,MOELIS & CO,836015,68679,39.25M,3.22M,+9%,1.5%
55405Y100,MTSI,MACOM TECHNOLOGY SOLUTIONS,814032,53143,48.74M,3.18M,+7%,1.9%
91307C102,UTHR,UNITED THERAPEUTICS CORP DEL,203359,17402,36.48M,3.12M,+9.4%,1.4%
05589G102,BWIN,BRP GROUP INC,1184696,114030,31.79M,3.06M,+10.7%,1.2%
75615P103,,REATA PHARMACEUTICALS INC,270846,91974,8.87M,3.01M,+51.4%,0.34%
48576A100,KRTX,KARUNA THERAPEUTICS INC,254556,23684,32.27M,3M,+10.3%,1.2%
05368V106,AVNT,AVIENT CORPORATION,786770,61198,37.77M,2.94M,+8.4%,1.4%
62945V109,NVEE,NV5 GLOBAL INC,269059,21910,35.87M,2.92M,+8.9%,1.4%
04963C209,ATRC,ATRICURE INC,436379,40816,28.66M,2.68M,+10.3%,1.1%
86800U104,SUPER,SUPER MICRO COMPUTER INC,754824,70295,28.74M,2.68M,+10.3%,1.1%
82837P408,SICP,SILVERGATE CAPITAL CORPORATION,177233,17595,26.69M,2.65M,+11%,1%
00B3P6D26,,ALKERMES PLC,1063794,96726,27.99M,2.54M,+10%,1.1%
64049M209,NEO,NEOGENOMICS INC,1091112,205676,13.26M,2.5M,+23.2%,0.51%
76029N106,REPL,REPLIMUNE GROUP INC,1134012,144054,19.26M,2.45M,+14.6%,0.73%
346375108,FORM,FORMFACTOR INC,503225,57264,21.15M,2.41M,+12.8%,0.81%
58450V104,MAX,MEDIAALPHA INC,553893,130167,9.17M,2.15M,+30.7%,0.35%
885260109,F7G.F,THORNE HEALTHTECH INC,1018369,325339,6.48M,2.07M,+46.9%,0.25%
98585X104,YETI,YETI HOLDINGS INC,345333,33046,20.71M,1.98M,+10.6%,0.79%
518415104,LSCC,LATTICE SEMICONDUCTOR CORPORATION,357614,32445,21.8M,1.98M,+10%,0.83%
81255T108,,SEASPINE HOLDINGS CORP,921944,159926,11.21M,1.94M,+21%,0.43%
19239V302,CCOI,COGENT COMMUNICATIONS HOLDINGS,262199,26561,17.4M,1.76M,+11.3%,0.66%
004225108,ACAD,ACADIA PHARMACEUTICALS INC,788738,71420,19.1M,1.73M,+10%,0.73%
56400P706,MNKD,MANNKIND CORP,5675539,458502,20.89M,1.69M,+8.8%,0.8%
53803X105,LOB,LIVE OAK BANCSHARES INC,465255,32717,23.68M,1.66M,+7.6%,0.9%
607525102,,MODEL N INC,726491,61331,19.54M,1.65M,+9.2%,0.75%
38341P102,GOSS,GOSSAMER BIO INC,1949577,178658,16.92M,1.55M,+10.1%,0.65%
33829M101,FIVE,FIVE BELOW,118862,9002,18.82M,1.43M,+8.2%,0.72%
83089J108,SKYT,SKYWATER TECHNOLOGY INC,998983,131472,10.82M,1.42M,+15.2%,0.41%
88160R101,TSLA,"TESLA MOTORS, INC",1317,1317,1.42M,1.42M,NEW,0.05%
433537107,,HIRERIGHT GIS GROUP HOLDINGS,883124,80684,15.1M,1.38M,+10.1%,0.58%
311642102,FARO,FARO TECHNOLOGIES INC,273298,25323,14.19M,1.31M,+10.2%,0.54%
78377T107,RHP,RYMAN HOSPITALITY PROPERTIES,141645,14047,13.14M,1.3M,+11%,0.5%
09180C106,BJRI,BJ'S RESTAURANT INC,419748,44561,11.88M,1.26M,+11.9%,0.45%
171604101,CHUY,CHUY'S HOLDINGS INC,450582,45755,12.17M,1.24M,+11.3%,0.46%
896442308,TRIN,TRINITY CAPITAL INC,624793,62908,12.06M,1.21M,+11.2%,0.46%
74736L109,QTWO,Q2 HOLDINGS INC,207287,19016,12.78M,1.17M,+10.1%,0.49%
67576A100,OCUL,OCULAR THERAPEUTIX INC,1291905,234178,6.39M,1.16M,+22.1%,0.24%
47074L105,JAMF,JAMF HOLDING CORP,313033,31118,10.9M,1.08M,+11%,0.42%
89531P105,TREX,TREX INC,171413,15437,11.2M,1.01M,+9.9%,0.43%
89377M109,TMDX,TRANSMEDICS GROUP INC,280953,36137,7.57M,973.55K,+14.8%,0.29%
53815P108,RAMP,LIVERAMP HOLDINGS INC,530186,24778,19.82M,926.47K,+4.9%,0.76%
591774104,MCB,METROPOLITAN BANK HOLDING CO,9241,9071,940K,922.71K,+5335.9%,0.04%
421298100,HAYW,HAYWARD HOLDINGS INC,628970,51442,10.45M,854.93K,+8.9%,0.4%
016255101,ALGN,ALIGN TECHNOLOGY INC,1838,1838,801K,801K,NEW,0.03%
03674X106,AR,ANTERO RESOURCES CORP,44799,25919,1.37M,791.47K,+137.3%,0.05%
65540B105,NDLS,NOODLES AND COMPANY,1146289,130763,6.84M,780.62K,+12.9%,0.26%
45250K107,,IMAGO BIOSCIENCES INC,616368,40209,11.88M,774.8K,+7%,0.45%
767292105,RIOT,RIOT BLOCKCHAIN INC,394924,36087,8.36M,764K,+10.1%,0.32%
04035M102,ARHS,ARHAUS INC,930901,87926,7.92M,748.25K,+10.4%,0.3%
368736104,GNRC,GENERAC HOLDINGS INC,12188,2471,3.62M,734.53K,+25.4%,0.14%
60937P106,MDB,MONGODB INC,4436,1638,1.97M,726.69K,+58.5%,0.08%
34959E109,FTNT,FORTINET INC,1911,1911,653K,653K,NEW,0.02%
117043109,BC,BRUNSWICK CORP,8006,8006,648K,648K,NEW,0.02%
886885102,TLYS,TILLY'S INC-CLASS A SHRS,675729,66119,6.33M,618.89K,+10.8%,0.24%
73642K106,PTLO,PORTILLOS INC,243927,24097,5.99M,591.84K,+11%,0.23%
573874104,MRVL,MARVELL TECHNOLOGY,8114,8114,582K,582K,NEW,0.02%
65443P102,MASS,908 DEVICES INC,329442,28618,6.26M,544.05K,+9.5%,0.24%
32026V104,FFWM,FIRST FOUNDATION INC,22193,22193,539K,539K,NEW,0.02%
293712105,EFSC,ENTERPRISE FINL SVCS CORP,15785,10855,747K,513.7K,+220.2%,0.03%
86337R103,,STRONGHOLD DIGITAL MINING,211240,87700,1.24M,513.15K,+71%,0.05%
665531307,NOG,NORTHERN OIL AND GAS,17335,17335,489K,489K,NEW,0.02%
231269200,CRIS,CURIS INC,2215905,204728,5.27M,487.27K,+10.2%,0.2%
72814N104,AGS,PLAYAGS INC,248318,72931,1.66M,486.37K,+41.6%,0.06%
29786A106,ETSY,ETSY INC,5214,3850,648K,478.48K,+282.3%,0.02%
