CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
65473P105,NI,NISOURCE INC,375000,375000,13.79M,13.79M,NEW,4.4%
67066G104,NVDA,NVIDIA CORPORATION,99800,99800,13.4M,13.4M,NEW,4.3%
233331107,DTE,DTE ENERGY CO,110000,110000,13.28M,13.28M,NEW,4.3%
573874104,MRVL,MARVELL TECHNOLOGY INC,118500,118500,13.09M,13.09M,NEW,4.2%
29364G103,ETR,ENTERGY CORP NEW,151175,151175,11.46M,11.46M,NEW,3.7%
15189T107,CNP,CENTERPOINT ENERGY INC,350000,350000,11.11M,11.11M,NEW,3.6%
98389B100,XEL,XCEL ENERGY INC,106977,106977,7.22M,7.22M,NEW,2.3%
55024U109,LITE,LUMENTUM HLDGS INC,81900,81900,6.88M,6.88M,NEW,2.2%
736508847,POR,PORTLAND GEN ELEC CO,150000,150000,6.54M,6.54M,NEW,2.1%
G0750C108,AXTA,AXALTA COATING SYS LTD,173397,173397,5.93M,5.93M,NEW,1.9%
958102105,WDC,WESTERN DIGITAL CORP,95777,95777,5.71M,5.71M,NEW,1.8%
686688102,ORA,ORMAT TECHNOLOGIES INC,75778,75778,5.13M,5.13M,NEW,1.6%
69331C108,PCG,PG&E CORP,247995,247995,5M,5M,NEW,1.6%
G25508105,CRH,CRH PLC,52800,52800,4.89M,4.89M,NEW,1.6%
097023105,BA,BOEING CO,26635,26635,4.71M,4.71M,NEW,1.5%
871607107,SNPS,SYNOPSYS INC,9525,9525,4.62M,4.62M,NEW,1.5%
009158106,APD,AIR PRODS & CHEMS INC,15700,15700,4.55M,4.55M,NEW,1.5%
M87915274,TSEM,TOWER SEMICONDUCTOR LTD,86900,86900,4.48M,4.48M,NEW,1.4%
231021106,CMI,CUMMINS INC,12351,12351,4.31M,4.31M,NEW,1.4%
928298108,VSH,VISHAY INTERTECHNOLOGY INC,235600,235600,3.99M,3.99M,NEW,1.3%
23703Q203,DQ,DAQO NEW ENERGY CORP,204900,204900,3.98M,3.98M,NEW,1.3%
701094104,PH,PARKER-HANNIFIN CORP,5925,5925,3.77M,3.77M,NEW,1.2%
