CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
46090E103,QQQ,INVESCO QQQ TR,89281,75481,25.02M,21.16M,+547%,21%
023135106,AMZN,AMAZON COM INC,131800,127710,14M,13.56M,+3122.5%,11.8%
81762P102,NOW,SERVICE NOW INC,26438,12000,12.57M,5.71M,+83.1%,10.6%
70450Y103,PYPL,PAYPAL HOLDINGS INC,43000,39000,3M,2.72M,+975%,2.5%
82452J109,FOUR,SHIFT4 PMTS INC,273133,64170,9.03M,2.12M,+30.7%,7.6%
852234103,XYZ,BLOCK INC,30970,30970,1.9M,1.9M,NEW,1.6%
10258P102,LUCK,BOWLERO CORP,150542,150542,1.59M,1.59M,NEW,1.3%
03831W108,APP,APPLOVIN CORP,25000,25000,861K,861K,NEW,0.72%
47103N106,JBI,JANUS INTERNATIONAL GROUP IN,1318256,0,11.9M,0,NO CHANGE,10%
67079A102,,NUVEI CORPORATION,165000,0,5.97M,0,NO CHANGE,5%
60471A101,MIR,MIRION TECHNOLOGIES INC,1022370,0,5.89M,0,NO CHANGE,5%
235851102,DHR,DANAHER CORPORATION,6500,0,1.65M,0,NO CHANGE,1.4%
15677J108,DAY,CERIDIAN HCM HLDG INC,32620,0,1.54M,0,NO CHANGE,1.3%
57636Q104,MA,MASTERCARD INC,3000,0,946K,0,NO CHANGE,0.8%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,1700,0,924K,0,NO CHANGE,0.78%
46266C105,IQV,IQVIA HLDGS INC,3842,0,834K,0,NO CHANGE,0.7%
60471A119,,MIRION TECHNOLOGIES INC,701820,0,737K,0,NO CHANGE,0.62%
92537N108,VRT,VERTIV HOLDINGS LLC,85000,0,699K,0,NO CHANGE,0.59%
872590104,TMUS,T-MOBILE US INC,5000,0,673K,0,NO CHANGE,0.57%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES INC,4300,0,593K,0,NO CHANGE,0.5%
75513E101,RTX,RAYTHEON TECHNOLOGIES CORP,5000,0,481K,0,NO CHANGE,0.4%
G21810109,CLVT,CLARVIATE ANALYTICS PLC,27844,0,386K,0,NO CHANGE,0.32%
40415F101,HDB,HDFC BANK LTD,6500,0,357K,0,NO CHANGE,0.3%
254687106,DIS,DISNEY WALT CO,2250,0,212K,0,NO CHANGE,0.18%
26873Y112,,E MERGE TECHNOLOGY ACQUISITI,417752,0,54K,0,NO CHANGE,0.05%
80359A114,PDYNW,SARCOS TECHN AND ROBOTICS CO,20407,0,11K,0,NO CHANGE,<.01%
G2955B125,,EJF ACQUISITION CORP,22463,0,8K,0,NO CHANGE,<.01%
051774115,AUROW,AURORA INNOVATION INC,11494,0,5K,0,NO CHANGE,<.01%
G06242104,TEAM.MX,ATLASSIAN CORP PLC,14000,-558,2.62M,-104.59K,-3.8%,2.2%
30212P303,EXPE,EXPEDIA GROUP INC,0,-1250,0,-245K,CLOSE,0%
90138F102,TWLO,TWILIO INC,0,-1500,0,-247K,CLOSE,0%
76680R206,RNG,RINGCENTRAL INC,0,-3025,0,-355K,CLOSE,0%
64110L106,NFLX,NETFLIX INC,0,-1600,0,-599K,CLOSE,0%
G2955B109,,EJF ACQUISITION CORP,0,-61944,0,-613K,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,0,-5000,0,-1.36M,CLOSE,0%
30303M102,META,META PLATFORMS INC,10000,-10500,1.61M,-1.69M,-51.2%,1.4%
10258P110,,BOWLERO CORP,0,-712746,0,-2M,CLOSE,0%
23804L103,DDOG,DATADOG INC - CLASS A,45211,-22658,4.31M,-2.16M,-33.4%,3.6%
594918104,MSFT,MICROSOFT CORP,33250,-9000,8.54M,-2.31M,-21.3%,7.2%
090043100,BILL,BILL COM HLDGS INC,0,-10983,0,-2.49M,CLOSE,0%
91332U101,U,UNITY SOFTWARE INC,0,-37000,0,-3.67M,CLOSE,0%
172908105,CTAS,CINTAS CORP,0,-12200,0,-5.19M,CLOSE,0%
60937P106,MDB,MONGODB INC,0,-23167,0,-10.28M,CLOSE,0%
Total,,,,,118.93M,16.31M,+11.3%,100%
