CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,148900,148900,41.85M,41.85M,NEW,1.5%
486917107,KEEL,KEEL INFRASTRUCTURE CORP,6369661,6369661,36.56M,36.56M,NEW,1.3%
314911108,FRMI,FERMI INC,3292022,3138422,30.15M,28.75M,+2043.2%,1.1%
53229X101,LFTO,LIFTOFF MOBILE INC,1130800,1130800,27.16M,27.16M,NEW,0.99%
30303M102,META,META PLATFORMS INC,56000,47100,31.54M,26.53M,+529.2%,1.1%
Y41053102,INSW,INTERNATIONAL SEAWAYS INC,580911,294110,44.49M,22.53M,+102.5%,1.6%
296006109,ERO,ERO COPPER CORP,910184,825184,24.35M,22.07M,+970.8%,0.89%
00773T101,ASIX,ADVANSIX INC,1590318,958537,31.62M,19.06M,+151.7%,1.2%
Y2065G121,DHT,DHT HOLDINGS INC,2242216,1133700,37.06M,18.74M,+102.3%,1.4%
Q4982L109,IREN,IREN LIMITED,1181175,375000,54.02M,17.15M,+46.5%,2%
78440P306,SKM,SK TELECOM CO LTD,490000,490000,15.76M,15.76M,NEW,0.57%
M98068105,WIX,WIX COM LTD,346000,346000,15.7M,15.7M,NEW,0.57%
M46528101,FRO,FRONTLINE PLC,943700,441700,32.83M,15.37M,+88%,1.2%
49271V100,KDP,KEURIG DR PEPPER INC,441200,441200,14.44M,14.44M,NEW,0.53%
682189105,ON,ON SEMICONDUCTOR CORP,171600,146600,16.22M,13.86M,+586.4%,0.59%
023135106,AMZN,AMAZON COM INC,170090,57900,40.54M,13.8M,+51.6%,1.5%
23355L106,DXC,DXC TECHNOLOGY CO,2172700,1545600,19.23M,13.68M,+246.5%,0.7%
G89479102,TRMD,TORM PLC,949724,517428,24.75M,13.48M,+119.7%,0.9%
855919106,STRZ,STARZ ENTERTAINMENT CORP.,1242780,452126,35.87M,13.05M,+57.2%,1.3%
