CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92552V100,VSAT,VIASAT INC,2203640,2203640,197.91M,197.91M,NEW,21.3%
57638P104,MBC,MASTERBRAND INC,9821896,8535799,101.07M,87.83M,+663.7%,10.9%
67623C307,OPI,OFFICE PPTYS INCOME TR,4327521,4327521,73.57M,73.57M,NEW,7.9%
48242W106,KBR,KBR INC,575000,575000,19.85M,19.85M,NEW,2.1%
34964C106,FBIN,FORTUNE BRANDS INNOVATIONS I,332000,332000,18.23M,18.23M,NEW,2%
78574H104,SOC,SABLE OFFSHORE CORP,3000000,3000000,9.24M,9.24M,NEW,1%
05501U601,AZUL,AZUL S A,816991,816991,7.34M,7.34M,NEW,0.79%
G66721104,NCLH,NORWEGIAN CRUISE LINE HLDGS,260000,260000,5.49M,5.49M,NEW,0.59%
40054J109,AERO,GRUPO AEROMEXICO SAB DE CV,583580,31979,10.5M,575.62K,+5.8%,1.1%
N00985106,AER,AERCAP HOLDINGS NV,404266,0,58.93M,0,NO CHANGE,6.4%
879433829,TDS,TELEPHONE & DATA SYS INC,1275282,0,47.2M,0,NO CHANGE,5.1%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY,84800,0,32.79M,0,NO CHANGE,3.5%
15135B101,CNC,CENTENE CORP DEL,208500,0,13.38M,0,NO CHANGE,1.4%
12769G100,CZR,CAESARS ENTERTAINMENT INC NE,420000,0,12.68M,0,NO CHANGE,1.4%
91324P102,UNH,UNITEDHEALTH GROUP INC,27500,0,11.43M,0,NO CHANGE,1.2%
124830878,CBL,CBL & ASSOC PPTYS INC,117613,0,6.24M,0,NO CHANGE,0.67%
86389T106,MSC,STUDIO CITY INTL HLDGS LTD,3239073,0,5.93M,0,NO CHANGE,0.64%
588056101,MERC,MERCER INTL INC,4648133,0,3.07M,0,NO CHANGE,0.33%
28238P109,EHTH,EHEALTH INC,467395,0,696.42K,0,NO CHANGE,0.08%
02913V103,APEI,AMERICAN PUB ED INC,10000,0,537K,0,NO CHANGE,0.06%
38046W204,GOCO,GOHEALTH INC,0,-924244,0,-1.4M,CLOSE,0%
49456W105,KLC,KINDERCARE LEARNING COMPANIE,0,-1250000,0,-2.75M,CLOSE,0%
030506109,AMWD,AMERICAN WOODMARK CORP,0,-72402,0,-2.88M,CLOSE,0%
02156K103,OPTU,OPTIMUM COMMUNICATIONS INC,5189270,-3000000,7.52M,-4.35M,-36.6%,0.81%
20337X109,VISN,VISTANCE NETWORKS INC,0,-1368663,0,-24.91M,CLOSE,0%
60855R100,MOH,MOLINA HEALTHCARE INC,200000,-110000,45.74M,-25.16M,-35.5%,4.9%
278768106,ECHO,ECHOSTAR CORP,1270079,-314778,128.91M,-31.95M,-19.9%,13.9%
278768AB2,ECHO,ECHOSTAR CORP,1915906,-21130000,5.9M,-65.02M,-91.7%,0.64%
37890B100,GBTG,GLOBAL BUSINESS TRAVEL GROUP,10998642,-10955174,103.28M,-102.87M,-49.9%,11.1%
Total,,,,,927.44M,158.76M,+23.5%,100%
