CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,49000,49000,47.28M,47.28M,NEW,7.4%
595112103,MU,MICRON TECHNOLOGY INC,25000,25000,28.86M,28.86M,NEW,4.5%
512807306,LRCX,LAM RESEARCH CORP,50000,50000,21.67M,21.67M,NEW,3.4%
Y2573F102,FLEX,FLEX LTD,93991,93991,15.23M,15.23M,NEW,2.4%
007903107,AMD,ADVANCED MICRO DEVICES INC,26000,26000,15.1M,15.1M,NEW,2.4%
78468R556,XOP,SPDR SERIES TRUST,90450,90450,13.95M,13.95M,NEW,2.2%
37940X102,GPN,GLOBAL PMTS INC,180064,180064,13.07M,13.07M,NEW,2.1%
30303M102,META,META PLATFORMS INC,23000,23000,12.96M,12.96M,NEW,2%
55405Y100,MTSI,MACOM TECH SOLUTIONS HLDGS I,30150,30150,11.47M,11.47M,NEW,1.8%
55306N104,MKSI,MKS INC.,24369,24369,10.84M,10.84M,NEW,1.7%
040413205,ANET,ARISTA NETWORKS INC,57000,57000,9.68M,9.68M,NEW,1.5%
00827B106,AFRM,AFFIRM HLDGS INC,111847,111847,9.12M,9.12M,NEW,1.4%
79466L302,CRM,SALESFORCE INC,100000,54164,15.67M,8.49M,+118.2%,2.5%
872590104,TMUS,T-MOBILE US INC,50000,50000,8.39M,8.39M,NEW,1.3%
19247G107,COHR,COHERENT CORP,19000,19000,7.49M,7.49M,NEW,1.2%
049468101,TEAM,ATLASSIAN CORPORATION,94000,94000,7.31M,7.31M,NEW,1.2%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,160000,160000,7.22M,7.22M,NEW,1.1%
009066101,ABNB,AIRBNB INC,50000,50000,7.16M,7.16M,NEW,1.1%
679295105,OKTA,OKTA INC,52000,52000,7.1M,7.1M,NEW,1.1%
94419L101,W,WAYFAIR INC,76060,76060,7.03M,7.03M,NEW,1.1%
861012102,STM,STMICROELECTRONICS N V,356000,87287,26.66M,6.54M,+32.5%,4.2%
30212P303,EXPE,EXPEDIA GROUP INC,24616,24616,6.3M,6.3M,NEW,0.99%
M6191J100,FROG,JFROG LTD,66000,66000,6M,6M,NEW,0.94%
315616102,FFIV,F5 INC,19937,13554,8.29M,5.64M,+212.3%,1.3%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,32232,20443,8.06M,5.11M,+173.4%,1.3%
47215P106,JD,JD.COM INC,184790,184790,4.71M,4.71M,NEW,0.74%
931142103,WMT,WALMART INC,39452,39452,4.47M,4.47M,NEW,0.7%
04626A103,ALAB,ASTERA LABS INC,9000,9000,4.35M,4.35M,NEW,0.68%
192446102,CTSH,COGNIZANT TECHNOLOGY SOLUTIO,110000,110000,4.26M,4.26M,NEW,0.67%
833445109,SNOW,SNOWFLAKE INC,42000,16386,10.69M,4.17M,+64%,1.7%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,8753,8753,4.02M,4.02M,NEW,0.63%
81141R100,SE,SEA LTD,40000,40000,3.83M,3.83M,NEW,0.6%
68389X105,ORCL,ORACLE CORP,24643,24643,3.61M,3.61M,NEW,0.57%
25402D102,DOCN,DIGITALOCEAN HLDGS INC,19000,19000,2.98M,2.98M,NEW,0.47%
31620M106,FIS,FIDELITY NATL INFORMATION SV,75000,75000,2.92M,2.92M,NEW,0.46%
75734B100,RDDT,REDDIT INC,16266,16266,2.82M,2.82M,NEW,0.44%
23804L103,DDOG,DATADOG INC,55437,9268,14.43M,2.41M,+20.1%,2.3%
81730H109,S,SENTINELONE INC,139000,139000,2.36M,2.36M,NEW,0.37%
74768A104,QNT,QUANTINUUM INC,20000,20000,1.63M,1.63M,NEW,0.26%
03823U102,AAOI,APPLIED OPTOELECTRONICS INC,10000,10000,1.48M,1.48M,NEW,0.23%
15675D103,CBRS,CEREBRAS SYSTEMS INC,5000,5000,1.1M,1.1M,NEW,0.17%
316841105,FIG,FIGMA INC,130000,57496,2.35M,1.04M,+79.3%,0.37%
N6596X109,NXPI,NXP SEMICONDUCTORS N V,1945,1945,546.6K,546.6K,NEW,0.09%
172573107,CRCL,CIRCLE INTERNET GROUP INC,6000,6000,375.78K,375.78K,NEW,0.06%
443573100,HUBS,HUBSPOT INC,28000,-2209,5.11M,-403.16K,-7.3%,0.8%
934550203,WMG,WARNER MUSIC GROUP CORP,0,-20000,0,-510.8K,CLOSE,0%
770700102,HOOD,ROBINHOOD MKTS INC,65786,-7114,6.6M,-713.39K,-9.8%,1%
056752108,BIDU,BAIDU INC,80000,-9428,9.14M,-1.08M,-10.5%,1.4%
G3323L100,FN,FABRINET,0,-2358,0,-1.23M,CLOSE,0%
722304102,PDD,PDD HOLDINGS INC,0,-12789,0,-1.31M,CLOSE,0%
771049103,RBLX,ROBLOX CORP,0,-26362,0,-1.49M,CLOSE,0%
40434L105,HPQ,HP INC,0,-79015,0,-1.52M,CLOSE,0%
539830109,LMT,LOCKHEED MARTIN CORP,0,-2548,0,-1.54M,CLOSE,0%
00206R102,T,AT&T INC,739161,-76984,15.3M,-1.59M,-9.4%,2.4%
75513E101,RTX,RTX CORPORATION,0,-8923,0,-1.72M,CLOSE,0%
666807102,NOC,NORTHROP GRUMMAN CORP,0,-2548,0,-1.74M,CLOSE,0%
74736K101,QRVO,QORVO INC,19488,-18824,1.82M,-1.76M,-49.1%,0.29%
34959E109,FTNT,FORTINET INC,90000,-12323,13.83M,-1.89M,-12%,2.2%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,0,-6375,0,-2.2M,CLOSE,0%
01609W102,BABA,ALIBABA GROUP HLDG LTD,50000,-26742,4.8M,-2.57M,-34.8%,0.75%
67066G104,NVDA,NVIDIA CORPORATION,45000,-13338,9M,-2.67M,-22.9%,1.4%
G3643J108,FLUT,FLUTTER ENTMT PLC,0,-26856,0,-2.74M,CLOSE,0%
88160R101,TSLA,TESLA INC,0,-7458,0,-2.77M,CLOSE,0%
254687106,DIS,DISNEY WALT CO,0,-37792,0,-3.64M,CLOSE,0%
053015103,ADP,AUTOMATIC DATA PROCESSING IN,0,-17934,0,-3.64M,CLOSE,0%
91332U101,U,UNITY SOFTWARE INC,136000,-143870,3.89M,-4.11M,-51.4%,0.61%
70450Y103,PYPL,PAYPAL HLDGS INC,0,-99571,0,-4.5M,CLOSE,0%
852234103,XYZ,BLOCK INC,90000,-63516,6.84M,-4.83M,-41.4%,1.1%
25809K105,DASH,DOORDASH INC,0,-32975,0,-4.95M,CLOSE,0%
55024U109,LITE,LUMENTUM HLDGS INC,0,-7187,0,-5.05M,CLOSE,0%
11135F101,AVGO,BROADCOM INC,0,-16409,0,-5.08M,CLOSE,0%
G1151C101,ACN,ACCENTURE PLC IRELAND,0,-30121,0,-5.97M,CLOSE,0%
77543R102,ROKU,ROKU INC,0,-63922,0,-6.05M,CLOSE,0%
654902204,NOK,NOKIA CORP,816967,-469984,10.85M,-6.24M,-36.5%,1.7%
09857L108,BKNG,BOOKING HOLDINGS INC,0,-1510,0,-6.36M,CLOSE,0%
M22465104,CHKP,CHECK POINT SOFTWARE TECH LT,0,-45590,0,-6.51M,CLOSE,0%
023135106,AMZN,AMAZON COM INC,48000,-27562,11.44M,-6.57M,-36.5%,1.8%
N97284108,NBIS,NEBIUS GROUP N.V.,19479,-24166,5.38M,-6.67M,-55.4%,0.85%
98954M200,Z,ZILLOW GROUP INC,0,-166313,0,-6.88M,CLOSE,0%
461202103,INTU,INTUIT,0,-16969,0,-7.34M,CLOSE,0%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,13400,-10510,10.23M,-8.02M,-44%,1.6%
18915M107,NET,CLOUDFLARE INC,0,-40296,0,-8.31M,CLOSE,0%
032654105,ADI,ANALOG DEVICES INC,0,-28770,0,-9.15M,CLOSE,0%
15101Q207,CLS,CELESTICA INC,0,-32611,0,-9.19M,CLOSE,0%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,0,-38367,0,-9.3M,CLOSE,0%
871607107,SNPS,SYNOPSYS INC,0,-24244,0,-9.61M,CLOSE,0%
00971T101,AKAM,AKAMAI TECHNOLOGIES INC,0,-88912,0,-10.21M,CLOSE,0%
466313103,JBL,JABIL INC,0,-42114,0,-11.19M,CLOSE,0%
464286772,EWY,ISHARES INC,0,-93962,0,-11.56M,CLOSE,0%
682189105,ON,ON SEMICONDUCTOR CORP,0,-191939,0,-11.88M,CLOSE,0%
958102105,WDC,WESTERN DIGITAL CORP,0,-52501,0,-14.2M,CLOSE,0%
219350105,GLW,CORNING INC,20000,-59414,5.11M,-15.18M,-74.8%,0.8%
