CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
G3730V105,FTAI,FTAI AVIATION LTD,671648,671648,21.26M,21.26M,NEW,1.2%
171484108,CHDN,CHURCHILL DOWNS INC,262634,126111,36.55M,17.55M,+92.4%,2%
46116X101,ITCI,INTRA CELLULAR THERAPIES,276503,276503,17.51M,17.51M,NEW,0.95%
01741R102,ATI,ALLEGHENY TECHNOLOGIES INC,393880,393880,17.42M,17.42M,NEW,0.94%
45253H101,,IMMUNOGEN INC,816994,816994,15.42M,15.42M,NEW,0.84%
750917106,RMBS,RAMBUS INC,238463,202077,15.3M,12.97M,+555.4%,0.83%
56400P706,MNKD,MANNKIND CORP,4754044,2874373,19.35M,11.7M,+152.9%,1%
G5509L101,LIVN,LIVANOVA PLC,435696,211594,22.41M,10.88M,+94.4%,1.2%
413160102,HLIT,HARMONIC INC,690550,575420,11.17M,9.3M,+499.8%,0.61%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDINGS,994331,518733,17.24M,8.99M,+109.1%,0.94%
89422G107,TVTX,TRAVERE THERAPEUTICS INC,529518,529518,8.13M,8.13M,NEW,0.44%
830940102,SKWD,SKYWARD SPECIALTY INSURANCE,678478,278136,17.23M,7.06M,+69.5%,0.93%
45569U101,INDI,INDIE SEMICONDUCTOR INC,1568359,729041,14.74M,6.85M,+86.9%,0.8%
346375108,FORM,FORMFACTOR INC,199542,199542,6.83M,6.83M,NEW,0.37%
10806X102,BBIO,BRIDGEBIO PHARMA INC,395540,395540,6.8M,6.8M,NEW,0.37%
16115Q308,GTLS,CHART INDS INC,193405,41004,30.9M,6.55M,+26.9%,1.7%
80517M109,SVV,SAVERS VALUE VILLAGE INC,262135,262135,6.21M,6.21M,NEW,0.34%
44930G107,ICUI,ICU MEDICAL INC,89604,34615,15.97M,6.17M,+62.9%,0.87%
G9460G101,VAL,VALARIS LTD,187940,92150,11.83M,5.8M,+96.2%,0.64%
038169207,APLD,APPLIED DIGITAL CORP,592319,592319,5.54M,5.54M,NEW,0.3%
00847J105,AGYS,AGILYSYS INC,77112,77112,5.29M,5.29M,NEW,0.29%
65290E101,NXT,NEXTRACKER INC,132603,132603,5.28M,5.28M,NEW,0.29%
453204109,PI,IMPINJ INC,53632,53632,4.81M,4.81M,NEW,0.26%
42704L104,HRI,HERC HOLDINGS INC,139041,33560,19.03M,4.59M,+31.8%,1%
695263103,,PACWEST BANCORP DEL,543506,543506,4.43M,4.43M,NEW,0.24%
918090101,UTZ,UTZ BRANDS INC,656876,265212,10.75M,4.34M,+67.7%,0.58%
630402105,NSSC,NAPCO SECURITY,258416,125196,8.95M,4.34M,+94%,0.49%
733174700,BPOP,POPULAR INC,67096,67096,4.06M,4.06M,NEW,0.22%
74982T103,RXO,RXO INC,154818,154818,3.51M,3.51M,NEW,0.19%
09627Y109,BPMC,BLUEPRINT MEDICINES CORP,413327,54507,26.12M,3.44M,+15.2%,1.4%
15872M104,CHX,CHAMPIONX CORP,664062,110358,20.61M,3.43M,+19.9%,1.1%
68752M108,OFIX,ORTHOFIX MEDICAL INC,574624,167085,10.38M,3.02M,+41%,0.56%
896442308,TRIN,TRINITY CAPITAL INC,633025,209629,8.39M,2.78M,+49.5%,0.46%
256086109,DCGO,DOCGO INC,1792486,295722,16.8M,2.77M,+19.8%,0.91%
88025T102,TENB,TENABLE HOLDING,584628,63058,25.46M,2.75M,+12.1%,1.4%
90400D108,RARE,ULTRAGENYX PHARMACEUTICAL INC,440141,51613,20.3M,2.38M,+13.3%,1.1%
71375U101,PRFT,PERFICIENT INC,207383,27296,17.28M,2.27M,+15.2%,0.94%
76029N106,REPL,REPLIMUNE GROUP INC,900952,97504,20.92M,2.26M,+12.1%,1.1%
71601V105,WOOF,PETCO HEALTH AND WELLNESS CO,1309111,241452,11.65M,2.15M,+22.6%,0.63%
004225108,ACAD,ACADIA PHARMACEUTICALS INC,1291094,83792,30.92M,2.01M,+6.9%,1.7%
